C:\ICPCHEM\1\DATA\WOLFGANG\2011\4JAN11\486_487.D,,,,,,,,,,,,,,,
Intensity Vs Time,CPS,,Acquired      : Jan 4 2011  05:45 pm using AcqMethod Teeth10s.M,,,,,,,,,,,,
Time [Sec],Li7,Na23,Mg25,Al27,Ca43,Mn55,Zn66,Rb85,Sr88,Y89,Ba138,Ce140,Nd146,Pb208,U238
334.458,53288.48,45092038.51,1367770.25,7952,3403675.86,257627.33,24619.73,550.01,2800533.07,50,813781.66,125,0,800.02,2450.22
334.931,63626.09,45071841.63,1409593.68,7451.76,3441878.59,258898.27,23818.47,450.01,2723119.98,125,814125.02,25,0,675.02,2425.22
335.404,62571.96,45113866.63,1386313.41,8652.37,3469014.14,254780.74,25145.58,450.01,2772620.57,25,823028.83,50,0,750.02,2700.27
335.877,61367.32,45716144.77,1413204.62,7501.78,3492243.05,257525.64,26748.29,650.01,2772992.05,25,813226.92,100,0,750.02,2375.21
336.35,58807.75,45259091.64,1396821.03,6951.53,3455376.25,255644.85,26623.07,400.01,2793201.82,75,823742.4,50,50,425.01,2275.19
336.823,58857.93,45612260.39,1426140.07,7601.83,3482336.02,257576.5,23593.12,1100.04,2757716.47,75,821680.98,200,25,600.01,2100.16
337.296,60463.89,45525919.77,1436168.2,6851.49,3483018.83,263627.13,27148.99,1000.03,2762661.98,50,818774.38,100,0,625.01,1975.14
337.769,60463.89,45327651.01,1378334.89,6951.53,3456832.11,263932.26,25821.7,1050.04,2700957.87,125,808051.34,150,25,975.03,1725.11
338.242,58205.55,44720829.12,1420686.16,7351.71,3404604.76,272783.82,23392.81,500.01,2765897.13,75,803616.28,75,0,950.03,1800.12
338.715,60514.08,44919279.13,1401043.39,9202.68,3477455.16,299521.61,23893.58,550.01,2718129.36,75,817004.27,25,25,1050.04,2300.19
339.188,58657.19,45254672.89,1428515.17,9302.74,3491007.89,309974.49,22616.65,700.02,2751679.36,25,807734.34,250,0,1150.05,2875.3
339.661,59660.9,44997054.13,1413657.65,10103.23,3533950.86,306659.41,23668.23,600.01,2755370.18,150,813200.6,125,50,1225.05,3100.35
340.134,61367.32,45045060.38,1419973.66,11454.15,3429455.55,301866.51,24544.61,950.03,2758886.78,125,828421.21,150,25,575.01,3150.36
340.607,61116.36,44386010.37,1400388.02,11504.19,3486137.19,302529.3,25095.5,1100.04,2775512.56,200,830430.49,275,25,675.02,3075.35
341.08,59409.96,44586116.62,1396579.04,12254.76,3495808.28,293100.37,24419.41,650.01,2745833.66,250,823663.1,75,0,775.02,3200.37
341.554,61015.97,43897319.73,1399305.99,11053.87,3460302.03,284237.26,23993.74,800.02,2747611.58,150,802270.18,225,50,725.02,3050.34
342.027,60012.2,44079957.24,1386797.3,8552.32,3436229.37,276600.76,22841.98,850.02,2790298.7,150,811034.98,200,0,750.02,3000.33
342.5,55947.53,44362863.49,1362369.07,9853.07,3440321.95,284441,23267.62,850.02,2738733.07,150,804724.87,100,0,400.01,3125.36
342.973,59610.7,44131188.49,1403229.33,7851.95,3455752.81,294323.25,23217.55,550.01,2717763.73,175,815868.28,100,0,575.01,2175.17
343.446,57151.77,43675491.6,1398070.05,8952.54,3472704.77,286987.38,23618.16,1000.03,2740241.08,75,814890.99,200,0,575.01,2350.2
343.919,62571.96,44363719.74,1401188.51,6801.47,3500387.97,269832.77,22691.76,1050.04,2740398.5,200,819567.01,125,0,400.01,1900.13
344.392,61517.9,44223441.61,1427019.76,8102.08,3536672.34,267645.27,23768.39,450.01,2758706.7,0,815445.72,175,25,650.02,1750.11
344.865,60212.95,44361550.99,1412778.06,6751.44,3457705.94,249546.49,24920.21,750.02,2735368.62,75,807338.35,125,50,400.01,1300.06
345.338,57402.66,43954688.48,1407504.43,8202.13,3485278.59,254526.62,24419.41,900.03,2743757.48,75,807047.87,75,0,425.01,1325.06
345.811,58255.73,43600319.72,1383995.54,7551.81,3352573.12,246396.64,23893.58,700.02,2692906.51,100,806467.11,50,25,375.01,1075.04
346.284,57051.41,43820938.48,1373540.75,6001.14,3417087.97,245025.08,23467.93,600.01,2699343.03,25,793985.42,125,25,425.01,2175.17
346.757,57101.59,43653488.48,1412188.61,6651.4,3492870.78,261745.61,22791.91,1050.04,2735751.23,100,812302.61,0,0,525.01,1925.14
347.23,57402.66,43949860.36,1408146.61,6551.36,3490571.17,263474.57,24544.61,950.03,2799165.69,175,822579.41,50,25,475.01,2025.15
347.703,57503.02,43903610.36,1396323.96,5751.05,3427919.22,262050.69,23292.66,350,2716182.68,50,801478.48,50,50,425.01,2250.18
348.176,58305.92,44320182.24,1413354.23,5500.96,3510641.48,258034.04,23192.51,750.02,2710494.4,150,815947.48,50,0,475.01,1650.1
348.649,60815.22,44564210.37,1445848.86,5300.89,3489707.5,261949.03,22491.46,650.01,2773999.09,100,816264.62,50,25,475.01,1450.08
349.122,60012.2,44362919.74,1407935.48,4450.63,3515291.48,257271.47,23818.47,650.01,2665196.74,100,799024.38,25,25,375.01,1625.1
349.595,61317.13,43753207.23,1402261.65,4400.61,3438534.45,246701.42,23317.69,350,2733742.64,50,795568.13,50,0,300,1275.06
350.068,59962.01,43263894.72,1431633.53,5450.94,3395314.92,245482.28,24319.25,550.01,2713358.26,25,791558.76,25,0,450.01,1275.06
350.541,59911.82,43138579.09,1424684.21,5050.81,3390449.29,229946.27,22065.85,800.02,2697413.15,25,790345.72,0,50,600.01,1450.08
351.015,56951.05,43452938.47,1381572.1,4750.71,3439076.64,236900.01,22841.98,700.02,2720852.6,25,791163.2,0,0,400.01,1500.08
351.488,61116.36,42973935.34,1408881.09,3750.45,3455265.7,230707.48,22791.91,700.02,2705503.97,50,808288.79,0,0,500.01,1400.07
351.961,59209.21,43415619.72,1443781.67,4850.75,3463043.83,235377.01,23092.35,500.01,2705267.64,25,809899.48,0,25,375.01,1375.07
352.434,59159.03,43677004.1,1427499.15,5651.01,3433226.64,234666.29,22366.28,900.03,2731390.69,125,796939.96,0,25,425.01,1200.05
352.907,57402.66,43169100.96,1458911.75,197072.44,3473016.09,230504.45,23342.74,700.02,2713729.55,50,807655.24,0,25,400.01,1325.06
353.38,63224.51,43595422.85,1414766.05,4400.61,3458861.01,228271.73,24093.89,400.01,2718540.1,75,803853.78,25,25,375.01,1575.09
353.853,60313.32,43691944.73,1430419.56,5801.07,3493448.12,235377.01,23267.62,650.01,2739920.37,25,801003.53,25,25,275,1625.1
354.326,59409.96,43523510.35,1465434.51,4700.7,3475230.55,237966.17,23217.55,650.01,2772828.77,50,823134.49,25,0,325,1575.09
354.799,60463.89,43194154.09,1485486.36,5951.12,3506052.03,245075.88,23242.58,300,2781752.21,50,820069.16,25,0,300,1550.09
355.272,60263.14,43527013.47,1478031.19,5450.94,3498565.31,254221.71,24945.25,500.01,2788340.69,100,805833.56,0,0,575.01,1725.11
355.745,58506.64,42809985.33,1422185.97,5050.81,3441235.62,252442.9,23042.28,650.01,2724110.22,25,789211.79,0,0,375.01,1600.09
356.218,56499.46,43172710.34,1453840.56,5350.91,3414300.86,259254.18,23568.08,800.02,2775945.77,0,806176.78,25,0,375.01,1850.13
356.691,60112.57,43209513.47,1433040.95,6601.38,3457464.92,258389.92,24820.05,400.01,2721859.63,25,798865.98,0,0,475.01,1450.08
357.164,60865.41,44300163.49,1497141.83,5951.12,3482376.25,246549,24744.93,500.01,2720453.19,50,808156.9,0,0,375.01,1350.07
357.637,56098.04,43919013.48,1467765.56,4600.67,3449551.25,250613.53,25045.42,600.01,2766105.34,100,811827.17,25,0,425.01,1125.05
358.11,59209.21,43829032.23,1474261.85,4850.75,3468723.12,244110.77,23718.31,550.01,2719462.95,75,808975.26,0,0,475.01,1050.04
358.583,60012.2,44526535.37,1454684.99,4950.78,3438850.47,242485.55,24419.41,700.02,2779422.91,75,806599.19,75,0,350,800.02
359.056,62923.34,44405782.24,1446411.85,4250.57,3528964.53,238778.57,23117.39,1000.03,2768873.5,100,805675.21,0,25,350,875.03
359.529,60313.32,44764188.5,1458722.69,4150.55,3459026.64,230605.96,23042.28,900.03,2753271.55,50,800053.44,0,0,375.01,600.01
360.003,64027.7,44654363.5,1442048.67,4000.51,3412608.67,230149.25,23968.7,650.01,2752872.13,50,802956.41,25,0,400.01,900.03
360.476,64630.1,45154872.88,1435943.88,4650.69,3466689.14,222894.17,24143.97,900.03,2776260.8,50,794829.46,0,0,275,1000.04
360.949,60313.32,44349104.12,1460503.94,4550.66,3503747.34,219394.68,22140.96,450.01,2774561.78,50,791295.09,0,0,200,1175.05
361.422,58406.29,44814157.25,1412421.71,5000.79,3460392.26,226191.51,23993.74,700.02,2725010.41,150,814864.67,25,50,300,2025.15
361.895,59560.52,44903191.63,1453673.37,5250.87,3424921.17,227003.25,25621.37,700.02,2746368.03,50,808473.7,225,0,350,2550.24
362.368,62722.56,45331322.89,1492488.41,4200.56,3556215.7,237763.12,22491.46,500.01,2779822.33,75,821601.68,25,25,275,2800.29
362.841,61467.71,45421563.52,1453325.91,6401.3,3579866.49,245279.08,24619.73,950.03,2803014.13,125,837518.48,150,50,725.02,3800.53
363.314,58807.75,45044229.13,1468025.03,7101.6,3559876.25,248327.11,23718.31,550.01,2853685.02,100,829187.91,200,50,450.01,4300.68
363.787,66487.68,44680801,1440421.32,6901.51,3587273.13,260423.57,24870.13,700.02,2771607.87,150,816740.06,100,0,575.01,3950.57
364.26,64328.91,44026029.11,1404905.01,6701.42,3459990.7,266526.15,25621.37,550.01,2788481.31,150,814547.53,225,0,600.01,3500.45
364.733,61668.47,44543019.75,1418953.25,6101.18,3511540.31,266475.32,24093.89,900.03,2770977.8,50,842042.99,175,0,575.01,3375.42
365.206,63626.09,44580501,1471271.03,8552.32,3526172.74,281436.75,26197.34,800.02,2795182.29,150,840534.78,100,0,525.01,3275.39
365.679,64479.5,44592422.87,1442444.56,6801.47,3494683.67,294629.01,23868.54,500.01,2839354.75,150,831541.23,175,0,350,3000.33
366.152,64027.7,44352844.74,1451632.55,7601.83,3538319.61,295240.49,24519.57,350,2795193.62,175,852181.37,50,25,575.01,3225.38
366.625,63224.51,44646541.62,1431352.08,6551.36,3532755.94,305486.55,25245.74,700.02,2795502.99,75,837280.49,150,0,675.02,2750.28
367.098,61718.66,44481991.62,1412694.47,7301.69,3523898.13,289585.09,25521.2,700.02,2761311.59,225,844715.94,100,25,375.01,2700.27
367.571,63174.32,44473163.49,1440852.38,6001.14,3464083.28,280265.83,26998.72,950.03,2803244.79,50,823451.58,100,0,475.01,2000.15
368.044,61166.55,44745588.5,1440390.56,6151.2,3511053.2,277364.22,23993.74,700.02,2781589.12,75,822394.45,100,0,325,2025.15
368.517,59159.03,44344432.24,1381409.31,5350.91,3485991.48,253560.99,24294.21,550.01,2776969.79,75,811747.87,0,50,250,1325.06
368.991,61317.13,43725335.35,1433766.73,4750.71,3453387.58,238575.42,24118.93,600.01,2734552.8,100,809028.09,25,0,475.01,925.03
369.464,60062.39,44148057.24,1416410.97,6051.16,3465820.39,242637.9,24219.09,700.02,2714849.28,75,818034.54,25,0,350,1500.08
369.937,63174.32,44502000.99,1403427.28,4250.57,3503410.63,239540.17,26197.34,450.01,2800712.95,25,809846.7,25,0,450.01,1375.07
370.41,62170.4,45075660.38,1429372.79,6401.3,3555437.58,253408.53,25921.87,650.01,2806119.98,50,834159.3,50,50,425.01,1850.13
370.883,63224.51,45075488.51,1435292.9,5300.89,3488175.86,249952.98,25095.5,950.03,2848964.52,0,835085.08,25,0,300,2250.18
371.356,61869.23,44940288.5,1429306.87,6001.14,3504289.53,256966.46,25621.37,650.01,2837610.61,50,837492.21,0,0,450.01,2125.17
371.829,64680.31,44939119.75,1430753.84,5450.94,3475275.86,259915.14,23442.89,950.03,2751606.31,50,835534.69,50,0,575.01,1650.1
372.302,63826.9,44238969.74,1401333.63,5751.05,3466106.72,249394.07,24519.57,850.02,2763303.38,25,815075.85,50,0,675.02,1625.1
372.775,64128.09,44611713.5,1389207.55,5751.05,3464991.87,236747.69,23518,600.01,2737011.39,0,812513.84,0,0,525.01,1150.05
373.248,60313.32,44846847.88,1416758.43,4750.71,3431288.36,233955.67,25245.74,500.01,2777026.04,75,824085.96,25,0,700.02,1150.05
373.721,63927.3,44980669.76,1417805.31,5651.01,3418604.37,228119.46,24744.93,450.01,2771011.59,50,822235.86,50,0,475.01,1200.05
374.194,66788.94,44874279.13,1391314.29,5901.1,3509200.47,232179.23,25195.66,1150.04,2801607.68,0,827575.12,0,50,500.01,1575.09
374.667,66487.68,45367513.51,1447924.84,4700.7,3503978.2,231722.47,24068.85,650.01,2818222.13,0,835005.68,25,25,475.01,1675.1
375.14,66487.68,45707407.27,1434927.86,6401.3,3525419.61,235732.35,24344.28,850.02,2898712.76,50,839846.8,25,0,350,1100.04
375.613,64228.49,46229826.03,1471605.31,5000.79,3505268.83,237610.8,26297.51,550.01,2886638.74,50,845192.3,25,0,125,1425.07
376.086,62471.57,45919382.28,1452138.41,6701.42,3567262.97,238423.1,27249.16,650.01,2903416.47,50,856312.81,0,0,475.01,1325.06
376.559,66688.51,46765663.55,1484641.83,5300.89,3558088.75,238575.42,25245.74,500.01,2946632.49,75,872319.55,25,25,375.01,2650.26
377.032,63977.5,46971194.8,1487184.02,5600.99,3643688.75,253865.92,26848.46,700.02,2938716.08,75,847892.21,25,0,500.01,2550.24
377.505,66989.77,46688313.54,1454860.97,5050.81,3535753.59,254628.28,27900.33,650.01,2898211.98,150,860154.02,75,25,350,2550.24
377.979,63224.51,46497247.91,1464546.03,6401.3,3634012.19,252595.37,27174.03,1150.04,2887403.78,100,861849.63,75,0,400.01,2125.17
378.452,67291.03,46361460.41,1437654.82,5901.1,3565806.72,258644.1,26272.47,250,2886458.66,25,860657.44,50,0,400.01,2175.17
378.925,69400,46334510.41,1475049.15,5250.87,3569432.11,259915.14,26748.29,750.02,2931143.03,50,869032.15,50,25,200,2400.21
379.398,67190.61,46448779.16,1452943.29,5550.98,3605671.56,262610.04,26297.51,700.02,2945220.18,25,859200.12,25,0,450.01,2400.21
379.871,69851.96,46830566.67,1460992.22,5600.99,3595568.44,265203.74,25295.83,900.03,2901908.66,25,853320.04,75,0,500.01,2650.26
380.344,63877.1,46491641.66,1470334.21,6601.38,3479207.5,254831.57,25996.99,1000.03,2877298.89,25,858246.41,25,0,350,2500.23
380.817,67240.83,46127929.16,1449653.35,6301.26,3571581.33,259050.81,26272.47,650.01,2923294.4,50,858405.49,75,75,500.01,3900.56
381.29,63425.31,45965188.53,1461863.02,5050.81,3596929.38,279349.49,28050.6,750.02,2955685.22,100,876880.98,25,0,450.01,3525.45
381.763,66387.28,46719454.17,1458880.99,6551.36,3539173.13,257525.64,28301.07,400.01,2906589.71,100,863757.64,25,0,400.01,3000.33
382.236,63525.7,46129804.16,1465672.01,6201.22,3571872.74,254882.4,26472.81,800.02,2893182.1,100,864234.49,50,25,575.01,2825.29
382.709,62822.94,46665719.79,1498562.44,6201.22,3545078.2,248327.11,27699.97,550.01,2910719.4,125,850936.74,25,50,500.01,2850.3
383.182,65583.99,45829954.15,1455986.95,5851.08,3484409.84,247717.46,28376.21,650.01,2823274.67,25,844663.01,75,0,350,1850.13
383.655,64328.91,44947351,1406932.65,5600.99,3480036.02,246345.81,25421.03,450.01,2858416.86,25,837465.74,75,25,650.02,2325.2
384.128,64027.7,45269854.14,1427397.98,6201.22,3497400.08,247361.8,24895.17,600.01,2899804.36,75,830430.49,75,0,400.01,1975.14
384.601,65132.14,46212941.66,1427213.22,6801.47,3492303.59,255746.51,26022.04,950.03,2898544.01,75,858405.49,25,25,450.01,2225.18
385.074,67039.99,46060582.28,1427758.63,6101.18,3545535.24,265508.94,25345.91,1000.03,2914359.64,125,860047.97,0,0,425.01,2375.21
385.547,68998.27,46489582.29,1451870.15,7001.55,3538053.59,270036.26,26898.55,750.02,2868668.03,75,854220.53,50,0,350,2275.19
386.02,65935.42,46247807.28,1433999.84,5000.79,3497882.11,262203.2,26823.42,700.02,2881479.36,0,849824.92,25,0,525.01,2225.18
386.493,63525.7,46214013.53,1452609.02,5450.94,3461512.19,258898.27,27048.81,850.02,2892546.35,50,847336.35,75,0,425.01,1475.08
386.966,63475.5,45890601.03,1447309.11,5651.01,3516807.89,248885.97,23618.16,950.03,2893047.13,125,842969.16,0,0,350,1475.08
387.44,68445.91,45374297.89,1429632.26,4700.7,3492273.12,239794.05,25245.74,700.02,2852059.05,50,841249.14,50,25,400.01,1575.09
387.913,68948.05,46446263.54,1437997.88,3400.37,3504168.83,240098.74,24594.69,650.01,2875419.79,25,847945.14,25,0,500.01,1150.05
388.386,63274.72,46482516.66,1435495.25,4850.75,3519946.17,234767.85,24895.17,850.02,2894391.67,0,852657.93,25,0,275,1175.05
388.859,61668.47,46128276.03,1456180.4,5000.79,3583883.67,242536.33,25245.74,600.01,2872212.76,100,850751.48,25,50,525.01,1425.07
389.332,62270.79,45913563.53,1426232.45,5450.94,3507889.92,240758.87,25996.99,900.03,2816624.28,0,838285.86,0,25,375.01,1400.07
389.805,63023.73,45122685.38,1411836.75,5300.89,3417067.65,235427.76,25421.03,500.01,2853240.69,125,846065.74,50,25,425.01,1475.08
390.278,61216.74,45412763.52,1389867.32,5250.87,3456355.16,245025.08,26222.38,450.01,2876950.06,50,837968.38,50,25,475.01,1825.12
390.751,65232.55,45580863.52,1406756.77,6401.3,3439573.91,258339.04,26798.37,650.01,2873495.57,50,858829.32,50,0,500.01,1700.11
391.224,66688.51,45271572.89,1404091.34,5751.05,3454010.23,252341.22,26197.34,550.01,2859345.18,25,842810.37,0,25,300,1925.14
391.697,65031.73,45730947.9,1391094.37,4850.75,3431514.53,242536.33,24820.05,1050.04,2845003.58,25,837941.91,0,0,550.01,1275.06
392.17,68044.2,44646701,1403009.41,6001.14,3452835.23,241368.27,25771.62,650.01,2879802.6,0,851360.57,75,0,400.01,1150.05
392.643,67140.4,45274188.51,1391543,4900.76,3573725.47,238270.78,24294.21,750.02,2829806.9,25,855094.45,25,25,325,850.03
393.116,66186.45,45554644.77,1412329.43,6051.16,3484871.95,241825.32,26547.93,850.02,2853707.68,0,840640.55,25,0,400.01,1250.06
393.589,61517.9,45538104.14,1406871.13,5050.81,3460638.36,228525.44,23843.51,650.01,2815482.09,0,844424.73,25,0,400.01,1025.04
394.062,65533.77,44997060.38,1391855.3,5400.92,3447326.64,227713.6,24845.09,750.02,2833137.76,75,844160.18,0,0,300,1500.08
394.535,63977.5,46080597.9,1426228.06,5300.89,3515919.22,230808.97,25370.95,1050.04,2789032.68,100,855438.69,75,0,475.01,1575.09
395.008,63425.31,45487916.64,1419714.09,5701.03,3483164.53,242739.48,25170.62,750.02,2828608.46,125,849692.5,75,0,375.01,2500.23
395.481,66989.77,44854629.13,1425537.53,5300.89,3472072.34,249140.04,25070.46,550.01,2859272.13,100,855067.89,50,0,650.02,2500.23
395.954,65533.77,45194832.26,1422678.55,6051.16,3537109.45,239032.4,24244.13,700.02,2888112.76,50,859147.19,50,0,350,2025.15
396.428,63475.5,45125022.88,1398967.32,5200.86,3501828.98,231519.46,24444.45,950.03,2865472.33,125,845748.07,0,0,400.01,1500.08
396.901,65332.95,44971913.51,1425053.65,6101.18,3525123.13,223807.21,23092.35,800.02,2850697.52,100,864950.12,25,50,425.01,1225.05
397.374,62822.94,44822935.38,1387804.43,5000.79,3489637.19,228018.02,23142.43,950.03,2823876.63,125,829769.45,0,0,250,1425.07
397.847,64328.91,44876232.25,1418108.72,4750.71,3523506.33,220611.77,24018.78,700.02,2925662.96,75,852340.25,50,25,475.01,1350.07
398.32,67692.73,45237910.39,1424811.75,4700.7,3524852.03,227104.72,24594.69,600.01,2925117.25,75,865162.13,0,0,475.01,1275.06
398.793,64328.91,45523947.89,1396398.76,5450.94,3600514.53,227865.83,25946.91,650.01,2959955.53,0,863413.01,0,0,425.01,1225.05
399.266,67943.78,45738857.27,1431022.2,5350.91,3528723.52,246955.4,24744.93,650.01,2946767.45,0,853399.43,0,0,250,2050.15
399.739,67391.45,45222616.64,1405622,5450.94,3531415.31,238778.57,22341.25,500.01,2945827.8,125,856418.77,25,0,375.01,2075.16
400.212,60865.41,45272263.51,1420611.36,6151.2,3545821.56,242282.38,23543.04,700.02,2919710.42,25,854856.17,25,25,375.01,2400.21
400.685,63124.12,45890604.15,1425273.57,5450.94,3544882.5,244821.86,23693.27,700.02,2953052.02,50,872690.84,25,0,525.01,2550.24
401.158,66136.23,46225863.53,1439713.22,7201.64,3539700.47,251121.69,24594.69,700.02,2945968.43,0,881496.7,50,0,475.01,2300.19
401.631,66387.28,46034104.15,1427595.93,5450.94,3520172.34,252697.05,24719.89,600.01,2952911.39,25,858723.36,0,0,350,2400.21
402.104,64429.3,46043413.53,1440034.31,6001.14,3545078.2,249038.43,25020.38,900.03,2935542.84,50,885211.64,25,0,625.01,2550.24
402.577,63575.9,46661622.92,1431897.4,6001.14,3588453.21,257729.01,25696.49,1000.03,3016236,25,891236.93,75,0,300,2275.19
403.05,68395.69,46283726.03,1447133.14,5801.07,3606936.8,251731.45,25546.24,1050.04,3040980.73,25,882876.48,0,0,250,2175.17
403.523,65784.8,46201344.78,1405855.11,5400.92,3575809.45,249444.85,24319.25,800.02,2959944.4,50,876934,0,25,450.01,2750.28
403.996,67542.08,46134938.53,1408164.19,4750.71,3456154.37,245583.84,25345.91,600.01,2986500.65,25,878101.09,0,25,200,2525.23
404.469,67090.19,45583876.02,1418574.93,5951.12,3507352.42,239794.05,25521.2,650.01,2901599.09,25,860551.39,25,25,500.01,3325.4
404.942,69400,44847819.75,1376483.23,5500.96,3454602.81,239235.55,23217.55,600.01,2804904.55,0,831884.98,100,25,450.01,2800.29
405.416,60564.27,44275310.36,1350352.96,5801.07,3386271.56,234564.8,23968.7,550.01,2861522.52,25,820809,2900.29,0,450.01,2625.25
405.889,67090.19,44601894.75,1380366.93,5300.89,3400562.58,229032.84,23067.32,1100.04,2889671.16,50,833736.15,0,50,350,2425.22
406.362,63425.31,44813051,1385829.62,5150.84,3483415.7,230859.72,24319.25,550.01,2932341.47,0,843313.1,75,0,500.01,1775.12
406.835,64730.51,45463347.89,1408894.27,4950.78,3453201.64,243044.19,25295.83,750.02,2901475.26,100,835931.46,0,0,250,1850.13
407.308,66035.82,45994132.28,1401153.35,4850.75,3516883.28,265254.6,23868.54,600.01,2934642.64,25,858564.37,50,50,375.01,2550.24
407.781,63726.5,45736485.4,1412342.61,4850.75,3523817.66,247006.21,24870.13,550.01,2856419.6,25,855359.39,25,25,350,1650.1
408.254,63626.09,44868513.5,1389700.13,5550.98,3483375.47,247158.62,23167.47,700.02,2897036.2,50,850354.41,25,0,375.01,2375.21
408.727,62421.38,45328560.39,1388723.66,5050.81,3475968.83,222082.62,23643.2,700.02,2865421.74,125,841645.92,50,0,375.01,1725.11
409.2,66487.68,45369851.01,1383832.84,5851.08,3508155.94,220865.39,22716.8,700.02,2925668.62,100,840190.64,75,25,300,1800.12
409.673,62421.38,45125613.51,1385768.1,6051.16,3505821.17,227104.72,21690.32,500.01,2889102.99,25,839582.15,25,25,400.01,2000.15
410.146,59560.52,44988588.51,1384905.99,5100.82,3459900.47,231468.73,21940.67,650.01,2879290.69,50,835984.39,50,0,450.01,1700.11
410.619,63425.31,44654669.75,1388648.96,6051.16,3506262.97,238067.73,23167.47,750.02,2859784.05,25,843180.88,25,0,275,2275.19
411.092,62973.52,44593135.37,1354834.8,5801.07,3475627.42,253205.18,22892.06,700.02,2947774.48,100,843948.36,75,25,350,2750.28
411.565,62471.57,45169269.76,1362017.22,5450.94,3456033.67,260932.06,24619.73,500.01,2912795.57,75,859014.67,25,25,600.01,2750.28
412.038,61066.17,44431516.62,1387729.72,6551.36,3455702.42,269527.5,22917.09,850.02,2912519.79,50,835376,0,0,450.01,2625.25
412.511,63425.31,44196863.49,1354557.75,6701.42,3456777.03,263779.69,24093.89,900.03,2863137.37,125,835640.55,125,25,300,2000.15
412.984,57302.3,44038241.61,1375256.09,4800.73,3428290.7,237306.11,21389.89,1100.04,2837481.31,0,830827.17,25,50,450.01,1475.08
413.457,59409.96,43624560.35,1389330.7,5600.99,3353692.65,226343.71,21640.24,850.02,2886334.83,0,829690.25,25,0,325,875.03
413.93,60915.59,43725600.98,1418579.33,4650.69,3487713.75,218380.52,23442.89,650.01,2862434.05,75,839132.44,50,0,325,750.02
414.404,62672.35,44305357.24,1402041.73,4350.6,3472077.42,207329.99,21940.67,700.02,2842398.7,100,827020.04,25,0,275,400.01
414.877,62371.17,44583026,1436660.77,3150.31,3554779.77,198566.15,21965.7,800.02,2888388.35,50,836910.27,0,0,325,650.02
415.35,63525.7,44761732.25,1418583.72,4000.51,3501266.48,198515.52,22591.61,700.02,2891241.08,50,834529.51,25,25,475.01,875.03
415.823,62571.96,44783951,1404179.33,5000.79,3560564.53,210776.08,23668.23,400.01,2944083.66,50,849004.02,0,0,375.01,1500.08
416.296,62270.79,45031047.88,1413780.79,4750.71,3548076.25,220104.64,25696.49,550.01,2937602.21,0,849745.43,50,0,275,1375.07
416.769,62471.57,44889319.75,1425185.58,4350.6,3471198.52,219597.51,22716.8,450.01,2939278.78,125,839264.76,50,0,350,975.03
417.242,62923.34,44823051,1371816.63,4200.56,3510536.02,230808.97,22841.98,450.01,2890785.22,75,843022.09,50,0,400.01,975.03
417.715,62722.56,43493710.35,1347199.35,5550.98,3491429.77,242079.2,23568.08,850.02,2902690.69,0,837624.43,50,25,550.01,1500.08
418.188,59660.9,44378457.24,1376100.62,6201.22,3476455.94,260321.88,23242.58,950.03,2924599.67,50,843683.71,50,50,350,1175.05
418.661,59660.9,44463404.12,1347551.2,6501.34,3480111.41,269476.67,25521.2,800.02,2925753,50,869509.3,75,0,300,2550.24
419.134,62019.82,44048316.61,1332865.26,6201.22,3491751.25,290451.08,24569.65,700.02,2987772.33,100,870092.6,50,25,550.01,3075.35
419.607,60815.22,44453422.87,1364735.38,5801.07,3413141.09,293813.7,26472.81,900.03,2959297.33,125,867627.17,200,0,450.01,3025.33
420.08,61367.32,43848629.11,1330433.04,8702.4,3454482.11,294272.3,26172.29,300,2882148.89,25,863333.52,125,25,350,3600.47
420.553,63375.11,44047704.11,1345400.42,7051.58,3450555.55,302478.3,26648.11,900.03,2986618.82,50,878180.68,50,25,575.01,3350.41
421.026,66487.68,44563438.5,1371909.02,7751.9,3505369.22,290247.32,26047.08,900.03,2951161.59,75,873353.63,25,25,650.02,2775.28
421.499,60363.51,44373044.74,1337791.44,6951.53,3443806.72,278891.27,24669.81,200,2898712.76,100,878074.53,25,25,425.01,2050.15
421.972,63324.92,44963610.38,1360812.14,7101.6,3513468.83,255390.7,25471.12,550.01,2912823.7,75,864022.68,50,25,425.01,2100.16
422.445,58456.46,44857822.88,1389581.38,4400.61,3522677.81,251680.65,25771.62,750.02,2916683.27,25,869191.23,50,25,300,1275.06
422.918,64077.9,44498057.24,1373096.52,6151.2,3453422.73,245990.19,25571.28,500.01,2916492.06,75,854326.39,0,0,325,1100.04
423.391,59560.52,43648710.35,1397256.38,6901.51,3430394.61,239184.72,23943.66,600.01,2878204.75,50,856816.03,0,0,425.01,1150.05
423.865,61066.17,43732166.6,1392994.46,4850.75,3414496.95,240149.54,24219.09,900.03,2882115.1,25,846356.85,0,0,250,1000.04
424.338,58607.01,43486191.6,1387540.56,4050.52,3421667.26,238829.3,24269.17,600.01,2874806.51,25,846330.49,0,0,375.01,1200.05
424.811,63626.09,43892354.11,1377472.88,5100.82,3408521.56,230707.48,24694.85,550.01,2812747.72,125,825486.83,0,0,425.01,1050.04
425.284,61919.43,43217179.09,1416252.67,4000.51,3360190.31,224720.32,24269.17,450.01,2834949.28,50,842651.58,75,0,575.01,1125.05
