# Weather station Innsbruck (airport), Austria, WMO_ID=11120,selection from 01.01.2019 till 31.12.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=11120&lang=en
#
"Local time in Innsbruck (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"19.03.2019 21:00";"2.8";"719.5";"773.8";"";"77";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"40.0";"-0.8";"No precipitation";"1";"";"";"";"";
"19.03.2019 20:00";"2.9";"719.1";"773.2";"2.0";"77";"Wind blowing from the north";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1500-2000";"";"";"45.0";"-0.7";"No precipitation";"1";"";"";"";"";
"19.03.2019 19:00";"4.4";"718.5";"772.3";"1.7";"70";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"8.5";"";"";"1000-1500";"";"";"45.0";"-0.7";"No precipitation";"1";"";"";"";"";
"19.03.2019 18:00";"5.6";"717.7";"771.2";"";"61";"Wind blowing from the east";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1000-1500";"";"";"50.0";"-1.4";"No precipitation";"1";"";"";"";"";
"19.03.2019 17:00";"6.5";"717.1";"770.4";"0.7";"53";"Wind blowing from the north";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1000-1500";"";"";"50.0";"-2.5";"No precipitation";"1";"";"";"";"";
"19.03.2019 16:00";"6.3";"716.8";"770.2";"0.3";"54";"Wind blowing from the east-northeast";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1000-1500";"";"";"71.0";"-2.5";"No precipitation";"1";"";"";"";"";
"19.03.2019 15:00";"6.6";"716.6";"769.9";"-0.2";"54";"Wind blowing from the east-northeast";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1500-2000";"";"";"70.0";"-2.1";"No precipitation";"1";"";"";"";"";
"19.03.2019 14:00";"7.2";"716.4";"769.6";"-0.4";"42";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"65.0";"-5.0";"No precipitation";"1";"";"";"";"";
"19.03.2019 13:00";"7.1";"716.5";"769.7";"-0.5";"50";"Wind blowing from the north";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"55.0";"-2.7";"No precipitation";"1";"";"";"";"";
"19.03.2019 12:00";"6.2";"716.8";"770.2";"0.0";"58";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"60.0";"-1.5";"No precipitation";"1";"";"";"";"";
"19.03.2019 11:00";"5.1";"716.8";"770.4";"0.3";"68";"Wind blowing from the north";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"45.0";"-0.3";"No precipitation";"1";"";"";"";"";
"19.03.2019 10:00";"3.8";"717.0";"770.8";"1.0";"79";"Wind blowing from the north";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"35.0";"0.5";"No precipitation";"1";"";"";"";"";
"19.03.2019 09:00";"2.4";"716.8";"770.8";"1.2";"84";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"30.0";"-0.1";"No precipitation";"1";"";"";"";"";
"19.03.2019 08:00";"1.4";"716.5";"770.8";"1.0";"89";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"23.0";"-0.3";"No precipitation";"1";"";"";"";"";
"19.03.2019 07:00";"0.9";"716.0";"770.4";"0.7";"90";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"0.7";"";"";"";"300-600";"";"";"30.0";"-0.6";"0.2";"12";"";"";"";"";
"19.03.2019 06:00";"0.8";"715.6";"770.0";"0.2";"90";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"35.0";"-0.7";"No precipitation";"1";"";"";"";"";
"19.03.2019 05:00";"1.4";"715.5";"769.7";"0.2";"87";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"40.0";"-0.5";"Trace of precipitation";"1";"";"";"";"";
"19.03.2019 04:00";"1.4";"715.3";"769.6";"0.1";"89";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"45.0";"-0.3";"Trace of precipitation";"1";"";"";"";"";
"19.03.2019 03:00";"1.5";"715.4";"769.6";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"40.0";"-0.1";"0.2";"1";"";"";"";"";
"19.03.2019 02:00";"2.1";"715.3";"769.4";"0.4";"83";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"50.0";"-0.5";"No precipitation";"1";"";"";"";"";
"19.03.2019 01:00";"1.7";"715.2";"769.3";"0.3";"85";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"50.0";"-0.6";"No precipitation";"1";"";"";"";"";
"19.03.2019 00:00";"1.7";"715.1";"769.3";"0.7";"85";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"50.0";"-0.6";"No precipitation";"1";"";"";"";"";
"18.03.2019 23:00";"2.1";"714.9";"768.9";"0.8";"83";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"55.0";"-0.6";"No precipitation";"1";"";"";"";"";
"18.03.2019 22:00";"2.8";"714.9";"768.7";"1.4";"79";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"50.0";"-0.6";"No precipitation";"1";"";"";"";"";
"18.03.2019 21:00";"3.2";"714.4";"768.2";"1.5";"78";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"55.0";"-0.4";"No precipitation";"1";"";"";"";"";
"18.03.2019 20:00";"4.0";"714.1";"767.6";"1.6";"71";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"55.0";"-0.8";"No precipitation";"1";"";"";"";"";
"18.03.2019 19:00";"4.2";"713.5";"766.9";"1.3";"74";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"6.3";"";"";"1500-2000";"";"";"60.0";"-0.1";"1.0";"12";"";"";"";"";
"18.03.2019 18:00";"5.4";"712.9";"766.1";"0.9";"68";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1500-2000";"";"";"55.0";"-0.1";"No precipitation";"1";"";"";"";"";
"18.03.2019 17:00";"5.6";"712.5";"765.7";"0.6";"63";"Wind blowing from the north";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"50.0";"-1.0";"No precipitation";"1";"";"";"";"";
"18.03.2019 16:00";"5.8";"712.2";"765.3";"-0.1";"61";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"70.0";"-1.3";"Trace of precipitation";"1";"";"";"";"";
"18.03.2019 15:00";"5.0";"712.0";"765.2";"-0.1";"71";"Wind blowing from the east-northeast";"4";"";"";"90  or more, but not 100%";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"600-1000";"";"";"45.0";"0.2";"Trace of precipitation";"1";"";"";"";"";
"18.03.2019 14:00";"5.0";"711.9";"765.1";"0.1";"72";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"";"";"";"300-600";"";"";"65.0";"0.3";"No precipitation";"1";"";"";"";"";
"18.03.2019 13:00";"3.7";"712.3";"765.8";"0.5";"84";"Wind blowing from the north";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"300-600";"";"";"50.0";"1.2";"1.0";"6";"";"";"";"";
"18.03.2019 12:00";"4.1";"712.1";"765.5";"0.7";"72";"Wind blowing from the north";"1";"";"";"100%.";"Rain shower(s), slight. ";"";"";"";"";"";"";"300-600";"";"";"35.0";"-0.5";"Trace of precipitation";"1";"";"";"";"";
"18.03.2019 11:00";"3.7";"711.8";"765.3";"0.7";"80";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"60.0";"0.6";"Trace of precipitation";"1";"";"";"";"";
"18.03.2019 10:00";"2.6";"711.8";"765.5";"1.0";"89";"Wind blowing from the north";"2";"";"";"100%.";"Shower(s) of snow pellets or small hail, with or without rain or rain and snow mixed, slight. ";"";"";"";"";"";"";"200-300";"";"";"22.0";"0.9";"0.2";"1";"";"";"";"";
"18.03.2019 09:00";"2.7";"711.4";"765.1";"0.8";"86";"Wind blowing from the north";"1";"";"";"100%.";"Rain shower(s), slight. ";"";"";"";"";"";"";"200-300";"";"";"17.0";"0.6";"0.1";"1";"";"";"";"";
"18.03.2019 08:00";"2.2";"711.1";"764.8";"0.6";"90";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"50.0";"0.7";"No precipitation";"1";"";"";"";"";
"18.03.2019 07:00";"1.8";"710.8";"764.6";"0.6";"91";"Wind blowing from the north";"3";"";"";"100%.";" ";"";"";"1.8";"";"";"";"200-300";"";"";"35.0";"0.5";"2.0";"12";"";"";"";"";
"18.03.2019 06:00";"2.0";"710.6";"764.3";"0.5";"91";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"100-200";"";"";"40.0";"0.7";"No precipitation";"1";"";"";"";"";
"18.03.2019 05:00";"2.4";"710.5";"764.1";"0.6";"91";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"";"";"";"";"100-200";"";"";"50.0";"1.0";"Trace of precipitation";"1";"";"";"";"";
"18.03.2019 04:00";"2.5";"710.2";"763.7";"0.7";"91";"Wind blowing from the north";"1";"";"";"100%.";"Rain shower(s), slight. ";"";"";"";"";"";"";"200-300";"";"";"50.0";"1.1";"Trace of precipitation";"1";"";"";"";"";
"18.03.2019 03:00";"2.4";"710.1";"763.6";"";"92";"Calm, no wind";"0";"";"";"100%.";"Rain shower(s), slight. ";"";"";"";"";"";"";"200-300";"";"";"35.0";"1.2";"0.1";"1";"";"";"";"";
"18.03.2019 02:00";"2.9";"709.9";"763.4";"1.3";"91";"Wind blowing from the east-northeast";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"28.0";"1.6";"0.1";"1";"";"";"";"";
"18.03.2019 01:00";"3.8";"709.5";"762.7";"2.6";"86";"Wind blowing from the north";"2";"";"17";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"55.0";"1.6";"2.0";"6";"";"";"";"";
"18.03.2019 00:00";"4.0";"709.4";"762.6";"5.4";"85";"Wind blowing from the north-east";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"70.0";"1.7";"0.2";"1";"";"";"";"";
"17.03.2019 23:00";"3.9";"708.6";"761.8";"5.5";"85";"Wind blowing from the west-southwest";"6";"";"17";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"26.0";"1.5";"0.8";"1";"";"";"";"";
"17.03.2019 22:00";"5.8";"706.9";"759.6";"4.4";"80";"Wind blowing from the west-southwest";"8";"";"16";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"6.0";"2.6";"0.7";"1";"";"";"";"";
"17.03.2019 21:00";"11.5";"704.0";"755.4";"1.7";"55";"Wind blowing from the south-west";"5";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"65.0";"2.6";"No precipitation";"1";"";"";"";"";
"17.03.2019 20:00";"13.5";"703.1";"754.0";"1.0";"46";"Wind blowing from the north";"3";"";"15";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"35.0";"2.1";"No precipitation";"1";"";"";"";"";
"17.03.2019 19:00";"14.0";"702.5";"753.3";"0.5";"44";"Wind blowing from the south-southeast";"8";"16";"20";"90  or more, but not 100%";" ";"";"";"";"18.5";"";"";"2000-2500";"";"";"29.0";"1.7";"No precipitation";"1";"";"";"";"";
"17.03.2019 18:00";"14.3";"702.3";"753.0";"-0.1";"43";"Wind blowing from the south-east";"8";"14";"18";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"30.0";"1.8";"No precipitation";"1";"";"";"";"";
"17.03.2019 17:00";"15.4";"702.1";"752.5";"-0.1";"40";"Wind blowing from the south-southeast";"10";"17";"20";"50%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"30.0";"1.7";"No precipitation";"1";"";"";"";"";
"17.03.2019 16:00";"16.4";"702.0";"752.3";"-1.0";"36";"Wind blowing from the south-east";"10";"17";"19";"50%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"35.0";"1.3";"No precipitation";"1";"";"";"";"";
"17.03.2019 15:00";"17.2";"702.4";"752.7";"-0.9";"33";"Wind blowing from the south-east";"9";"16";"17";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"0.7";"No precipitation";"1";"";"";"";"";
"17.03.2019 14:00";"18.0";"702.2";"752.3";"-2.0";"30";"Wind blowing from the south-east";"9";"15";"16";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"0.3";"No precipitation";"1";"";"";"";"";
"17.03.2019 13:00";"17.8";"703.0";"753.1";"-2.1";"31";"Wind blowing from the south-east";"9";"14";"16";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"0.4";"No precipitation";"1";"";"";"";"";
"17.03.2019 12:00";"15.9";"703.3";"753.9";"-2.6";"30";"Wind blowing from the west-southwest";"4";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"70.0";"-1.8";"No precipitation";"1";"";"";"";"";
"17.03.2019 11:00";"13.2";"704.2";"755.3";"-2.2";"39";"Wind blowing from the west";"6";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"65.0";"-0.7";"No precipitation";"1";"";"";"";"";
"17.03.2019 10:00";"10.2";"705.1";"756.8";"-1.5";"48";"Wind blowing from the west";"6";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"-0.3";"No precipitation";"1";"";"";"";"";
"17.03.2019 09:00";"5.4";"705.9";"758.5";"-0.7";"68";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"65.0";"0.0";"No precipitation";"1";"";"";"";"";
"17.03.2019 08:00";"1.8";"706.4";"759.9";"-0.5";"81";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"-1.1";"No precipitation";"1";"";"";"";"";
"17.03.2019 07:00";"0.0";"706.6";"760.4";"-0.6";"85";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"-0.4";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"-2.3";"No precipitation";"1";"";"";"";"";
"17.03.2019 06:00";"0.3";"706.6";"760.4";"-0.9";"84";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"-2.1";"No precipitation";"1";"";"";"";"";
"17.03.2019 05:00";"1.0";"706.9";"760.6";"-0.9";"79";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"55.0";"-2.2";"No precipitation";"1";"";"";"";"";
"17.03.2019 04:00";"1.6";"707.2";"760.7";"-0.8";"76";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"60.0";"-2.2";"No precipitation";"1";"";"";"";"";
"17.03.2019 03:00";"2.1";"707.5";"760.9";"-0.7";"78";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"45.0";"-1.3";"No precipitation";"1";"";"";"";"";
"17.03.2019 02:00";"2.4";"707.8";"761.2";"-0.6";"79";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"50.0";"-0.9";"No precipitation";"1";"";"";"";"";
"17.03.2019 01:00";"2.0";"708.0";"761.5";"-0.4";"79";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"60.0";"-1.3";"No precipitation";"1";"";"";"";"";
"17.03.2019 00:00";"3.6";"708.2";"761.5";"-0.1";"75";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"60.0";"-0.4";"No precipitation";"1";"";"";"";"";
"16.03.2019 23:00";"4.9";"708.4";"761.3";"0.3";"74";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"0.6";"No precipitation";"1";"";"";"";"";
"16.03.2019 22:00";"6.1";"708.4";"761.2";"0.8";"69";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"0.8";"No precipitation";"1";"";"";"";"";
"16.03.2019 21:00";"6.3";"708.3";"760.9";"1.1";"71";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"1.3";"No precipitation";"1";"";"";"";"";
"16.03.2019 20:00";"8.2";"708.1";"760.3";"1.3";"63";"Wind blowing from the north";"2";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"1.6";"No precipitation";"1";"";"";"";"";
"16.03.2019 19:00";"11.0";"707.6";"759.4";"0.5";"54";"Wind blowing from the north";"2";"";"14";"60%.";" ";"";"";"";"20.3";"";"";"2500 or more, or no clouds.";"";"";"65.0";"1.9";"No precipitation";"1";"";"";"";"";
"16.03.2019 18:00";"14.9";"707.2";"758.2";"0.0";"35";"Wind blowing from the north";"2";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"-0.4";"No precipitation";"1";"";"";"";"";
"16.03.2019 17:00";"18.8";"706.8";"757.0";"";"25";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"65.0";"-1.7";"No precipitation";"1";"";"";"";"";
"16.03.2019 16:00";"19.9";"707.1";"757.2";"-1.6";"20";"Wind blowing from the west";"8";"";"14";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"-3.7";"No precipitation";"1";"";"";"";"";
"16.03.2019 15:00";"18.7";"707.2";"757.6";"-1.9";"33";"Wind blowing from the south-east";"6";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"1.9";"No precipitation";"1";"";"";"";"";
"16.03.2019 14:00";"18.2";"707.8";"758.2";"-1.7";"36";"Wind blowing from the north";"3";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"2.9";"No precipitation";"1";"";"";"";"";
"16.03.2019 13:00";"17.2";"708.7";"759.4";"-0.9";"35";"Wind blowing from the north";"2";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"1.7";"No precipitation";"1";"";"";"";"";
"16.03.2019 12:00";"15.3";"709.1";"760.1";"-0.7";"44";"Wind blowing from the north";"2";"";"";"40%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"65.0";"3.0";"No precipitation";"1";"";"";"";"";
"16.03.2019 11:00";"14.5";"709.5";"760.6";"-0.4";"58";"Wind blowing from the north";"2";"";"";"40%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"55.0";"6.3";"No precipitation";"1";"";"";"";"";
"16.03.2019 10:00";"12.3";"709.6";"761.2";"0.0";"63";"Wind blowing from the north";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"60.0";"5.4";"No precipitation";"1";"";"";"";"";
"16.03.2019 09:00";"7.2";"709.8";"762.4";"0.3";"89";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"40.0";"5.5";"No precipitation";"1";"";"";"";"";
"16.03.2019 08:00";"3.6";"709.9";"763.2";"";"98";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"";"";"50-100";"";"";"14.0";"3.3";"No precipitation";"1";"";"";"";"";
"16.03.2019 07:00";"3.1";"709.6";"763.0";"0.9";"98";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"1.5";"";"";"";"Less than  50";"";"";"22.0";"2.8";"0.3";"12";"";"";"";"";
"16.03.2019 06:00";"2.5";"709.5";"763.0";"0.8";"97";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"40.0";"2.1";"No precipitation";"1";"";"";"";"";
"16.03.2019 05:00";"2.3";"709.1";"762.6";"0.1";"99";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"17.0";"2.1";"No precipitation";"1";"";"";"";"";
"16.03.2019 04:00";"2.4";"708.7";"762.1";"0.0";"98";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"11.0";"2.1";"No precipitation";"1";"";"";"";"";
"16.03.2019 03:00";"2.1";"708.7";"762.2";"-0.1";"99";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"7.0";"1.9";"No precipitation";"1";"";"";"";"";
"16.03.2019 02:00";"1.7";"709.0";"762.7";"0.0";"99";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"9.0";"1.5";"Trace of precipitation";"1";"";"";"";"";
"16.03.2019 01:00";"2.7";"708.7";"762.1";"-0.3";"99";"Wind blowing from the north";"1";"";"";"60%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"Less than  50";"";"";"5.0";"2.5";"0.3";"6";"";"";"";"";
"16.03.2019 00:00";"2.6";"708.8";"762.2";"-0.2";"98";"Wind blowing from the north";"1";"";"";"40%.";"Mist. ";"";"";"";"";"";"";"Less than  50";"";"";"3.4";"2.3";"No precipitation";"1";"";"";"";"";
"15.03.2019 23:00";"3.3";"709.0";"762.3";"0.2";"99";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"";"";"";"100-200";"";"";"8.0";"3.1";"No precipitation";"1";"";"";"";"";
"15.03.2019 22:00";"3.8";"709.0";"762.1";"0.2";"98";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"";"";"";"300-600";"";"";"6.0";"3.5";"Trace of precipitation";"1";"";"";"";"";
"15.03.2019 21:00";"4.3";"709.0";"762.1";"0.6";"97";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"";"";"100-200";"";"";"11.0";"3.8";"0.1";"1";"";"";"";"";
"15.03.2019 20:00";"4.0";"708.8";"761.9";"0.4";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"100-200";"";"";"8.0";"3.5";"0.2";"1";"";"";"";"";
"15.03.2019 19:00";"3.7";"708.8";"762.0";"0.1";"97";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"3.8";"";"";"100-200";"";"";"19.0";"3.2";"19.0";"12";"";"";"";"";
"15.03.2019 18:00";"3.6";"708.4";"761.5";"-0.2";"96";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"14.0";"3.0";"0.6";"1";"";"";"";"";
"15.03.2019 17:00";"3.5";"708.4";"761.7";"-0.3";"96";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"12.0";"2.9";"0.8";"1";"";"";"";"";
"15.03.2019 16:00";"3.4";"708.7";"761.9";"0.0";"94";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"";"";"";"";"50-100";"";"";"7.0";"2.5";"1.0";"1";"";"";"";"";
"15.03.2019 15:00";"3.0";"708.6";"761.9";"-0.1";"94";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"";"";"";"";"50-100";"";"";"7.0";"2.1";"1.0";"1";"";"";"";"";
"15.03.2019 14:00";"2.4";"708.7";"762.1";"-0.1";"94";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"";"";"";"";"50-100";"";"";"7.0";"1.5";"3.0";"1";"";"";"";"";
"15.03.2019 13:00";"1.9";"708.7";"762.3";"-0.2";"95";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"";"";"";"";"50-100";"";"";"5.0";"1.1";"11.0";"6";"";"";"";"";
"15.03.2019 12:00";"1.7";"708.7";"762.4";"0.0";"96";"Wind blowing from the north";"3";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"";"";"";"";"50-100";"";"";"9.0";"1.1";"2.0";"1";"";"";"";"";
"15.03.2019 11:00";"2.0";"708.8";"762.4";"0.7";"95";"Wind blowing from the north";"2";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"";"";"";"";"50-100";"";"";"10.0";"1.2";"2.0";"1";"";"";"";"";
