Event	IGSN	Sample label	Samp type	Latitude	Longitude	Mineral	Position	SiO2 [%]	TiO2 [%]	Al2O3 [%]	FeO [%]	MnO [%]	MgO [%]	CaO [%]	Na2O [%]	K2O [%]	Cr2O3 [%]	NiO [%]	Total [%]	δ18O [‰]	δ18O std dev [±]	Si [# of ions]	Ti [# of ions]	Al [# of ions]	Cr [# of ions]	Fe2+ [# of ions]	Fe3+ [# of ions]	Mn2+ [# of ions]	Mg [# of ions]	Ca [# of ions]	Na [# of ions]	K [# of ions]	Ni [# of ions]	Cat [#]	Mg#	En [%]	Fs [%]	Wo [%]	An [%]	Ab [%]	Or [%]
Pukeonake	hdl:10273/IELEG0005	NZ11	Pukeonake	-39.144782	175.566633	PLAG 7	matrix	55.20	0.02	27.57	0.90	0.04	0.10	11.17	4.36	0.53			99.89			2.50	0.00	1.47	0.00	0.03	0.00	0.01	0.00	0.54	0.38	0.03		4.97					57	40	3
Pukeonake	hdl:10273/IELEG0005	NZ11	Pukeonake	-39.144782	175.566633	PLAG 8	matrix	52.18	0.04	28.14	0.71	0.00	0.10	12.01	4.02	0.49			97.69			2.43	0.00	1.54	0.00	0.03	0.00	0.01	0.00	0.60	0.36	0.03		5.00					60	37	3
Pukeonake	hdl:10273/IELEG0005	NZ11	Pukeonake	-39.144782	175.566633	PLAG 9	matrix	52.87	0.05	27.85	0.77	0.01	0.09	11.59	4.27	0.52			98.02			2.45	0.00	1.52	0.00	0.03	0.00	0.01	0.00	0.58	0.38	0.03		5.00					58	39	3
Pukeonake	hdl:10273/IELEG0005	NZ11	Pukeonake	-39.144782	175.566633	PLAG 10	matrix	54.61	0.07	26.78	0.64	0.03	0.11	10.71	4.45	0.74			98.18			2.52	0.00	1.45	0.00	0.02	0.00	0.01	0.00	0.53	0.40	0.04		4.97					55	41	4
Pukeonake	hdl:10273/IELEG0005	NZ11	Pukeonake	-39.144782	175.566633	PLAG 11	matrix	54.18	0.07	26.36	0.63	0.00	0.10	10.68	4.44	0.70			97.16			2.52	0.00	1.45	0.00	0.02	0.00	0.01	0.00	0.53	0.40	0.04		4.97					55	41	4
Pukeonake	hdl:10273/IELEG0006	NZ12	Pukeonake	-39.144856	175.566722	PLAG 1	core	54.23	0.09	29.26	0.46	0.00	0.06	11.71	4.26	0.48	#0.00		100.56	7.17	0.02	2.44	0.00	1.55	0.00	0.02	0.00	0.00	0.00	0.56	0.37	0.03		4.98					59	39	3
Pukeonake	hdl:10273/IELEG0006	NZ12	Pukeonake	-39.144856	175.566722	PLAG 1	core2	55.71	0.07	27.73	0.55	0.00	0.13	9.90	4.91	0.62	#0.00		99.60	6.73	0.01	2.52	0.00	1.48	0.00	0.02	0.00	0.00	0.01	0.48	0.43	0.04		4.97					51	46	4
Pukeonake	hdl:10273/IELEG0006	NZ12	Pukeonake	-39.144856	175.566722	PLAG 1	rim	55.04	0.09	28.14	0.76	0.00	0.13	11.20	4.65	0.50	0.01		100.51	7.80	0.06	2.48	0.00	1.49	0.00	0.03	0.00	0.00	0.01	0.54	0.41	0.03		4.99					55	42	3
Pukeonake	hdl:10273/IELEG0006	NZ12	Pukeonake	-39.144856	175.566722	PLAG 1	rim2	56.39	0.06	27.79	0.49	0.02	0.10	10.39	5.35	0.46	#0.00		101.04			2.52	0.00	1.46	0.00	0.02	0.00	0.00	0.01	0.50	0.46	0.03		4.99					50	47	3
Pukeonake	hdl:10273/IELEG0006	NZ12	Pukeonake	-39.144856	175.566722	PLAG 2	matrix	51.52	0.01	30.96	0.53	0.01	0.17	13.84	3.44	0.18	0.01		100.68			2.33	0.00	1.65	0.00	0.02	0.00	0.00	0.01	0.67	0.30	0.01		5.00					68	31	1
Pukeonake	hdl:10273/IELEG0006	NZ12	Pukeonake	-39.144856	175.566722	PLAG 3	matrix	52.65	0.07	29.64	0.68	0.00	0.20	13.10	3.80	0.28	#0.00		100.41			2.39	0.00	1.58	0.00	0.03	0.00	0.00	0.01	0.64	0.33	0.02		5.00					65	34	2
Pukeonake	hdl:10273/IELEG0006	NZ12	Pukeonake	-39.144856	175.566722	PLAG 4	matrix	52.31	0.05	30.60	0.57	0.00	0.12	13.32	3.69	0.23	#0.00		100.90			2.36	0.00	1.63	0.00	0.02	0.00	0.00	0.01	0.64	0.32	0.01		5.00					66	33	1
Pukeonake	hdl:10273/IELEG0006	NZ12	Pukeonake	-39.144856	175.566722	PLAG 5	mantle	54.76	0.09	29.33	0.52	0.00	0.10	11.60	4.46	0.55	0.01		101.44			2.44	0.00	1.54	0.00	0.02	0.00	0.00	0.01	0.55	0.39	0.03		4.99					57	40	3
Pukeonake	hdl:10273/IELEG0006	NZ12	Pukeonake	-39.144856	175.566722	PLAG 5	mantle	55.91	0.10	30.09	0.47	0.01	0.09	11.85	4.46	0.49	#0.00		103.47			2.44	0.00	1.55	0.00	0.02	0.00	0.00	0.01	0.55	0.38	0.03		4.98					58	39	3
Pukeonake	hdl:10273/IELEG0006	NZ12	Pukeonake	-39.144856	175.566722	PLAG 6	core	54.57	0.07	29.40	0.42	0.04	0.09	11.43	4.57	0.52	#0.00		101.10			2.44	0.00	1.55	0.00	0.02	0.00	0.00	0.01	0.55	0.40	0.03		4.99					56	41	3
Pukeonake	hdl:10273/IELEG0006	NZ12	Pukeonake	-39.144856	175.566722	PLAG 6	rim	56.13	0.11	28.45	0.48	0.03	0.08	10.42	4.93	0.62	#0.00		101.25			2.50	0.00	1.49	0.00	0.02	0.00	0.00	0.01	0.50	0.43	0.03		4.98					52	44	4
Pukeonake	hdl:10273/IELEG0006	NZ12	Pukeonake	-39.144856	175.566722	PLAG 6	mantle	54.68	0.06	29.50	0.44	0.00	0.07	11.48	4.58	0.52	#0.00		101.33			2.44	0.00	1.55	0.00	0.02	0.00	0.00	0.00	0.55	0.40	0.03		4.99					56	41	3
Pukeonake	hdl:10273/IELEG0006	NZ12	Pukeonake	-39.144856	175.566722	PLAG 7	matrix	56.34	0.08	25.07	1.32	0.00	0.19	9.66	4.82	0.67			98.19			2.59	0.00	1.36	0.00	0.05	0.00	0.01	0.00	0.48	0.43	0.04		4.96					50	45	4
Pukeonake	hdl:10273/IELEG0006	NZ12	Pukeonake	-39.144856	175.566722	PLAG 8	matrix	55.35	0.07	26.47	0.64	0.00	0.09	10.41	4.76	0.70			98.53			2.54	0.00	1.43	0.00	0.02	0.00	0.01	0.00	0.51	0.42	0.04		4.98					52	43	4
Pukeonake	hdl:10273/IELEG0006	NZ12	Pukeonake	-39.144856	175.566722	PLAG 9	matrix	55.60	0.06	26.72	0.70	0.00	0.10	10.60	4.62	0.66			99.11			2.53	0.00	1.43	0.00	0.03	0.00	0.01	0.00	0.52	0.41	0.04		4.97					54	42	4
Pukeonake	hdl:10273/IELEG0001	NZ3	Pukeonake	-39.144991	175.565564	SPL 1	Spinel in Ol	28.95	0.19	3.93	10.34	0.16	40.54	0.10	0.04	#0.00	16.68	#0.00	100.93			0.75	0.00	0.12	0.34	0.22	0.00	0.00	1.57	0.00	0.00	0.00	0.00	3.02	0.74	0.87					
Pukeonake	hdl:10273/IELEG0001	NZ3	Pukeonake	-39.144991	175.565564	Cr-SPL 2	Spinel in Ol	14.59	0.25	8.86	16.75	0.16	28.57	0.04	0.04	#0.00	37.00	#0.00	106.26			0.40	0.01	0.29	0.80	0.38	0.00	0.00	1.17	0.00	0.00	0.00	0.00	3.05	0.74	0.75					
Pukeonake	hdl:10273/IELEG0001	NZ3	Pukeonake	-39.144991	175.565564	Cr-SPL 3	Spinel in Ol	0.09	0.60	12.83	25.96	0.27	9.84	0.06	0.02	#0.00	49.61	#0.00	99.28			0.00	0.02	0.51	1.32	0.73	0.00	0.01	0.49	0.00	0.00	0.00	0.00	3.07	0.72	0.40					
Pukeonake	hdl:10273/IELEG0001	NZ3	Pukeonake	-39.144991	175.565564	Cr-SPL 4	Spinel in Ol	0.10	0.39	12.88	19.06	0.21	12.63	0.00	0.00	#0.00	54.02	#0.00	99.30			0.00	0.01	0.50	1.39	0.52	0.00	0.01	0.61	0.00	0.00	0.00	0.00	3.04	0.74	0.54					
Pukeonake	hdl:10273/IELEG0001	NZ3	Pukeonake	-39.144991	175.565564	Cr-SPL 5		0.13	0.63	10.60	28.39	0.31	8.86	0.04	0.05	#0.00	51.27	#0.00	100.27			0.00	0.02	0.42	1.37	0.80	0.00	0.01	0.45	0.00	0.00	0.00	0.00	3.08	0.76	0.35					
Pukeonake	hdl:10273/IELEG0001	NZ3	Pukeonake	-39.144991	175.565564	Cr-SPL 6		0.14	0.74	10.96	30.46	0.36	8.19	0.06	0.00	0.01	49.29	#0.00	100.21			0.00	0.02	0.44	1.33	0.87	0.00	0.01	0.42	0.00	0.00	0.00	0.00	3.09	0.75	0.32					
Pukeonake	hdl:10273/IELEG0001	NZ3	Pukeonake	-39.144991	175.565564	Cr-SPL 7		0.11	0.40	12.99	20.38	0.24	13.02	0.02	0.03	#0.00	52.38	#0.00	99.57			0.00	0.01	0.50	1.35	0.56	0.00	0.01	0.63	0.00	0.00	0.00	0.00	3.06	0.73	0.53					
Pukeonake	hdl:10273/IELEG0001	NZ3	Pukeonake	-39.144991	175.565564	Cr-SPL 8		0.10	0.38	13.80	20.30	0.34	13.08	0.02	0.00	#0.00	52.60	#0.00	100.62			0.00	0.01	0.52	1.34	0.55	0.00	0.01	0.63	0.00	0.00	0.00	0.00	3.06	0.72	0.53					
Pukeonake	hdl:10273/IELEG0001	NZ3	Pukeonake	-39.144991	175.565564	Cr-SPL 9		0.13	0.37	13.92	19.88	0.22	13.11	0.01	0.00	#0.00	52.40	#0.00	100.03			0.00	0.01	0.53	1.34	0.54	0.00	0.01	0.63	0.00	0.00	0.00	0.00	3.05	0.72	0.54					
Pukeonake	hdl:10273/IELEG0001	NZ3	Pukeonake	-39.144991	175.565564	Cr-SPL 10		1.26	1.74	16.88	36.97	0.27	7.36	0.36	0.14	0.02	34.89	#0.00	99.88			0.04	0.04	0.67	0.93	1.04	0.00	0.01	0.37	0.01	0.01	0.00	0.00	3.12	0.58	0.26					
Pukeonake	hdl:10273/IELEG0001	NZ3	Pukeonake	-39.144991	175.565564	Cr-SPL 11		0.15	2.23	15.86	39.96	0.38	5.74	0.16	0.01	0.01	33.54	#0.00	98.04			0.01	0.06	0.66	0.93	1.17	0.00	0.01	0.30	0.01	0.00	0.00	0.00	3.14	0.59	0.20					
Pukeonake	hdl:10273/IELEG0001	NZ3	Pukeonake	-39.144991	175.565564	Cr-SPL 12		0.36	1.47	19.97	31.61	0.31	10.68	0.04	0.04	#0.00	34.45	#0.00	98.93			0.01	0.04	0.77	0.89	0.87	0.00	0.01	0.52	0.00	0.00	0.00	0.00	3.12	0.54	0.37					
Pukeonake	hdl:10273/IELEG0001	NZ3	Pukeonake	-39.144991	175.565564	Cr-SPL 13		0.13	0.22	11.49	14.12	0.22	15.89	0.01	0.00	#0.00	59.36	#0.00	101.44			0.00	0.01	0.43	1.48	0.37	0.00	0.01	0.75	0.00	0.00	0.00	0.00	3.04	0.78	0.66					
Pukeonake	hdl:10273/IELEG0001	NZ3	Pukeonake	-39.144991	175.565564	Cr-SPL 14		0.10	0.20	11.47	14.36	0.20	15.99	0.00	0.00	#0.00	59.64	#0.00	101.96			0.00	0.00	0.42	1.48	0.38	0.00	0.01	0.75	0.00	0.00	0.00	0.00	3.04	0.78	0.66					
Pukeonake	hdl:10273/IELEG0001	NZ3	Pukeonake	-39.144991	175.565564	Cr-SPL 15		0.15	0.27	11.48	14.65	0.23	15.86	0.03	0.00	#0.00	59.13	#0.00	101.79			0.00	0.01	0.43	1.47	0.39	0.00	0.01	0.74	0.00	0.00	0.00	0.00	3.04	0.78	0.66					
Pukeonake	hdl:10273/IELEG0001	NZ3	Pukeonake	-39.144991	175.565564	Cr-SPL 16		0.15	0.24	11.64	14.16	0.16	15.73	0.03	0.00	0.01	59.19	#0.00	101.31			0.00	0.01	0.43	1.48	0.37	0.00	0.00	0.74	0.00	0.00	0.00	0.00	3.04	0.77	0.66					
Pukeonake	hdl:10273/IELEG0005	NZ11	Pukeonake	-39.144782	175.566633	Cr-SPL	matrix	0.08	0.26	10.04	23.11	0.57	10.15	0.04	0.01	0.01	57.08		101.34			0.00	0.01	0.39	1.49	0.64	0.00	0.02	0.50	0.00	0.00	0.00		3.05	0.79	0.43					
