171011 80 OPL 20 PDMS 13,7 Fe 600 - 6000 Pa;;;;;;;;;;;
;;;;;;;;;;;
Overspeed at 6000 Pa;;;;;;;;;;;
;;;;;;;;;;;
shear rate;shear stress;viscosity;strain;% strain;torque;velocity;time global;time global;time;normal force;
1/s;Pa;Pa.s;;;micro N.m;rad/s;s;min;s;N;
-3.27E-06;5.85E-08;-0.01788;-6.88E-03;-0.68806;1.76E-07;-6.58E-07;58522.004;975.4;920;-0.3061;
-5.09E-07;9.10E-09;-0.01788;-6.89E-03;-0.68933;2.74E-08;-1.02E-07;58532.02;975.5;930.02;-0.3566;
-1.16E-06;2.08E-08;-0.01788;-6.90E-03;-0.6904;6.27E-08;-2.34E-07;58542.016;975.7;940.02;-0.3731;
-8.14E-06;1.46E-07;-0.01788;-6.92E-03;-0.69225;4.39E-07;-1.64E-06;58552.016;975.9;950.02;-0.3654;
4.73E-06;-8.45E-08;-0.01788;-6.94E-03;-0.69352;-2.55E-07;9.51E-07;58562.016;976;960.02;-0.371;
8.80E-06;-1.57E-07;-0.01788;-6.95E-03;-0.69502;-4.74E-07;1.77E-06;58572.016;976.2;970.02;-0.3256;
2.69E-06;-4.81E-08;-0.01788;-6.97E-03;-0.69711;-1.45E-07;5.41E-07;58582.016;976.4;980.02;-0.3725;
4.36E-07;-7.80E-09;-0.01788;-6.98E-03;-0.69769;-2.35E-08;8.78E-08;58592.016;976.5;990.02;-0.3712;
-5.09E-06;9.10E-08;-0.01788;-6.99E-03;-0.69931;2.74E-07;-1.02E-06;58602.012;976.7;1000;-0.3411;
-6.40E-06;1.14E-07;-0.01788;-7.00E-03;-0.70044;3.45E-07;-1.29E-06;58612.02;976.9;1010;-0.3982;
-5.67E-06;1.01E-07;-0.01787;-7.02E-03;-0.70191;3.05E-07;-1.14E-06;58622.012;977;1020;-0.4217;
8.07E-06;-1.44E-07;-0.01788;-7.04E-03;-0.70352;-4.35E-07;1.62E-06;58632.012;977.2;1030;-0.4225;
-2.91E-07;5.20E-09;-0.01788;-7.05E-03;-0.70494;1.57E-08;-5.85E-08;58642.012;977.4;1040;-0.4044;
-6.76E-06;1.21E-07;-0.01788;-7.06E-03;-0.70579;3.64E-07;-1.36E-06;58652.012;977.5;1050;-0.3619;
8.00E-07;-1.43E-08;-0.01788;-7.07E-03;-0.70688;-4.31E-08;1.61E-07;58662.012;977.7;1060;-0.3787;
-3.13E-06;5.59E-08;-0.01788;-7.08E-03;-0.70827;1.68E-07;-6.29E-07;58672.012;977.9;1070;-0.3888;
-5.31E-06;9.49E-08;-0.01788;-7.10E-03;-0.70965;2.86E-07;-1.07E-06;58682.012;978;1080;-0.436;
-1.37E-05;2.44E-07;-0.01788;-7.11E-03;-0.71116;7.36E-07;-2.75E-06;58692.012;978.2;1090;-0.4322;
1.03E-05;-1.83E-07;-0.01788;-7.12E-03;-0.71224;-5.52E-07;2.06E-06;58702.012;978.4;1100;-0.4735;
1.02E-05;-1.82E-07;-0.01787;-7.14E-03;-0.71384;-5.48E-07;2.05E-06;58712.012;978.5;1110;-0.4488;
-9.89E-06;1.77E-07;-0.01788;-7.15E-03;-0.71445;5.33E-07;-1.99E-06;58722.012;978.7;1120;-0.4528;
2.11E-06;-3.77E-08;-0.01787;-7.16E-03;-0.71573;-1.14E-07;4.24E-07;58732.012;978.9;1130;-0.4445;
-6.98E-06;1.25E-07;-0.01788;-7.17E-03;-0.71698;3.76E-07;-1.40E-06;58742.012;979;1140;-0.481;
4.14E-06;-7.41E-08;-0.01788;-7.19E-03;-0.71855;-2.23E-07;8.34E-07;58752.012;979.2;1150;-0.4864;
5.82E-07;-1.04E-08;-0.01788;-7.20E-03;-0.7198;-3.13E-08;1.17E-07;58762.012;979.4;1160;-0.4806;
-1.35E-05;2.40E-07;-0.01788;-7.21E-03;-0.72045;7.24E-07;-2.71E-06;58772.012;979.5;1170;-0.4744;
3.56E-06;-6.37E-08;-0.01788;-7.21E-03;-0.72132;-1.92E-07;7.17E-07;58782.012;979.7;1180;-0.4772;
-4.73E-06;8.45E-08;-0.01788;-7.23E-03;-0.72306;2.55E-07;-9.51E-07;58792.012;979.9;1190;-0.4974;
2.33E-06;-4.16E-08;-0.01788;-7.24E-03;-0.72365;-1.25E-07;4.68E-07;58802.012;980;1200;-0.4488;
-1.76E-05;3.15E-07;-0.01788;-7.25E-03;-0.72513;9.48E-07;-3.54E-06;58812.012;980.2;1210;-0.5086;
-3.42E-06;6.11E-08;-0.01788;-7.26E-03;-0.72565;1.84E-07;-6.88E-07;58822.012;980.4;1220;-0.4743;
2.47E-06;-4.42E-08;-0.01788;-7.27E-03;-0.72714;-1.33E-07;4.97E-07;58832.012;980.5;1230;-0.4667;
1.82E-06;-3.25E-08;-0.01788;-7.28E-03;-0.72834;-9.79E-08;3.66E-07;58842.012;980.7;1240;-0.5184;
-4.14E-06;7.41E-08;-0.01788;-7.29E-03;-0.7292;2.23E-07;-8.34E-07;58852.012;980.9;1250;-0.5151;
9.89E-06;-1.77E-07;-0.01788;-7.30E-03;-0.73019;-5.33E-07;1.99E-06;58862.012;981;1260;-0.5215;
-1.38E-06;2.47E-08;-0.01788;-7.31E-03;-0.73115;7.44E-08;-2.78E-07;58872.012;981.2;1270;-0.5046;
-1.06E-05;1.90E-07;-0.01788;-7.32E-03;-0.73193;5.72E-07;-2.14E-06;58882;981.4;1280;-0.5332;
6.54E-06;-1.17E-07;-0.01788;-7.33E-03;-0.7329;-3.52E-07;1.32E-06;58892;981.5;1290;-0.4961;
-9.16E-06;1.64E-07;-0.01788;-7.35E-03;-0.73502;4.93E-07;-1.84E-06;58902.012;981.7;1300;-0.5026;
6.54E-06;-1.17E-07;-0.01788;-7.35E-03;-0.73486;-3.52E-07;1.32E-06;58912;981.9;1310;-0.5146;
-1.75E-06;3.12E-08;-0.01788;-7.36E-03;-0.73611;9.40E-08;-3.51E-07;58922.012;982;1320;-0.5489;
-4.14E-06;7.41E-08;-0.01788;-7.37E-03;-0.73711;2.23E-07;-8.34E-07;58932;982.2;1330;-0.5029;
1.80E-05;-3.21E-07;-0.01788;-7.38E-03;-0.73799;-9.67E-07;3.61E-06;58942;982.4;1340;-0.5341;
6.83E-06;-1.22E-07;-0.01788;-7.39E-03;-0.73909;-3.68E-07;1.38E-06;58952;982.5;1350;-0.5434;
-1.29E-05;2.30E-07;-0.01788;-7.40E-03;-0.7404;6.93E-07;-2.59E-06;58962;982.7;1360;-0.527;
-6.98E-06;1.25E-07;-0.01788;-7.41E-03;-0.74144;3.76E-07;-1.40E-06;58972;982.9;1370;-0.5534;
-9.02E-06;1.61E-07;-0.01788;-7.42E-03;-0.74227;4.86E-07;-1.81E-06;58982;983;1380;-0.5896;
3.64E-06;-6.50E-08;-0.01788;-7.43E-03;-0.74293;-1.96E-07;7.32E-07;58992;983.2;1390;-0.5839;
-4.36E-07;7.80E-09;-0.01788;-7.44E-03;-0.74408;2.35E-08;-8.78E-08;59002.02;983.4;1400;-0.5562;
-3.64E-06;6.50E-08;-0.01788;-7.44E-03;-0.74432;1.96E-07;-7.32E-07;59012.02;983.5;1410;-0.5816;
3.56E-06;-6.37E-08;-0.01788;-7.47E-03;-0.74657;-1.92E-07;7.17E-07;59022.02;983.7;1420;-0.5739;
-1.33E-05;2.38E-07;-0.01788;-7.47E-03;-0.747;7.17E-07;-2.68E-06;59032.02;983.9;1430;-0.5635;
1.38E-06;-2.47E-08;-0.01788;-7.47E-03;-0.74724;-7.44E-08;2.78E-07;59042.02;984;1440;-0.6211;
-1.37E-05;2.46E-07;-0.01788;-7.48E-03;-0.74797;7.40E-07;-2.77E-06;59052.02;984.2;1450;-0.6348;
-5.53E-06;9.88E-08;-0.01788;-7.49E-03;-0.74928;2.98E-07;-1.11E-06;59062.02;984.4;1460;-0.6269;
6.83E-06;-1.22E-07;-0.01788;-7.50E-03;-0.75044;-3.68E-07;1.38E-06;59072.02;984.5;1470;-0.583;
-4.44E-06;7.93E-08;-0.01788;-7.51E-03;-0.75138;2.39E-07;-8.92E-07;59082.012;984.7;1480;-0.5999;
-1.40E-05;2.50E-07;-0.01788;-7.52E-03;-0.75239;7.52E-07;-2.81E-06;59092.012;984.9;1490;-0.6273;
-3.27E-06;5.85E-08;-0.01788;-7.53E-03;-0.75282;1.76E-07;-6.58E-07;59102.012;985;1500;-0.6391;
-1.27E-05;2.27E-07;-0.01788;-7.54E-03;-0.75382;6.85E-07;-2.56E-06;59112.012;985.2;1510;-0.5853;
4.44E-06;-7.93E-08;-0.01788;-7.54E-03;-0.75427;-2.39E-07;8.92E-07;59122.012;985.4;1520;-0.6155;
4.36E-07;-7.80E-09;-0.01788;-7.55E-03;-0.75545;-2.35E-08;8.78E-08;59132.012;985.5;1530;-0.6518;
1.08E-05;-1.92E-07;-0.01788;-7.57E-03;-0.75648;-5.80E-07;2.17E-06;59142.02;985.7;1540;-0.6424;
1.45E-06;-2.60E-08;-0.01788;-7.57E-03;-0.75693;-7.83E-08;2.93E-07;59152.012;985.9;1550;-0.6215;
1.34E-05;-2.39E-07;-0.01788;-7.58E-03;-0.75761;-7.21E-07;2.69E-06;59162.012;986;1560;-0.6036;
-1.28E-05;2.29E-07;-0.01788;-7.59E-03;-0.75864;6.89E-07;-2.58E-06;59172.012;986.2;1570;-0.6234;
-1.31E-06;2.34E-08;-0.01788;-7.60E-03;-0.75949;7.05E-08;-2.63E-07;59182.012;986.4;1580;-0.6601;
8.51E-06;-1.52E-07;-0.01788;-7.60E-03;-0.76021;-4.58E-07;1.71E-06;59192.012;986.5;1590;-0.6405;
5.02E-06;-8.97E-08;-0.01788;-7.61E-03;-0.76144;-2.70E-07;1.01E-06;59202.012;986.7;1600;-0.6075;
-3.56E-06;6.37E-08;-0.01788;-7.62E-03;-0.76238;1.92E-07;-7.17E-07;59212.012;986.9;1610;-0.6003;
-2.91E-07;5.20E-09;-0.01788;-7.63E-03;-0.76273;1.57E-08;-5.85E-08;59222.012;987;1620;-0.5816;
1.85E-05;-3.30E-07;-0.01788;-7.64E-03;-0.76345;-9.95E-07;3.72E-06;59232.012;987.2;1630;-0.6056;
2.25E-06;-4.03E-08;-0.01788;-7.64E-03;-0.76397;-1.21E-07;4.54E-07;59242.012;987.4;1640;-0.628;
8.00E-07;-1.43E-08;-0.01788;-7.65E-03;-0.76506;-4.31E-08;1.61E-07;59252.012;987.5;1650;-0.6571;
2.40E-06;-4.29E-08;-0.01788;-7.66E-03;-0.7656;-1.29E-07;4.83E-07;59262.012;987.7;1660;-0.65;
5.60E-06;-1.00E-07;-0.01787;-7.67E-03;-0.76667;-3.02E-07;1.13E-06;59272.012;987.9;1670;-0.5964;
-7.49E-06;1.34E-07;-0.01788;-7.67E-03;-0.76724;4.03E-07;-1.51E-06;59282.012;988;1680;-0.626;
-2.40E-06;4.29E-08;-0.01788;-7.68E-03;-0.76791;1.29E-07;-4.83E-07;59292.012;988.2;1690;-0.6153;
2.62E-06;-4.68E-08;-0.01788;-7.69E-03;-0.76878;-1.41E-07;5.27E-07;59302.012;988.4;1700;-0.6739;
-6.62E-06;1.18E-07;-0.01787;-7.70E-03;-0.76948;3.56E-07;-1.33E-06;59312.012;988.5;1710;-0.6968;
5.82E-07;-1.04E-08;-0.01788;-7.70E-03;-0.77001;-3.13E-08;1.17E-07;59322.012;988.7;1720;-0.6885;
7.49E-06;-1.34E-07;-0.01788;-7.71E-03;-0.77109;-4.03E-07;1.51E-06;59332.012;988.9;1730;-0.6205;
-1.05E-05;1.87E-07;-0.01788;-7.72E-03;-0.77163;5.64E-07;-2.11E-06;59342.012;989;1740;-0.6521;
-1.05E-05;1.88E-07;-0.01788;-7.73E-03;-0.77323;5.68E-07;-2.12E-06;59362;989.4;1760;-0.6554;
9.45E-07;-1.69E-08;-0.01788;-7.74E-03;-0.77389;-5.09E-08;1.90E-07;59372;989.5;1770;-0.6546;
-8.00E-06;1.43E-07;-0.01788;-7.74E-03;-0.77411;4.31E-07;-1.61E-06;59382;989.7;1780;-0.6851;
-2.11E-06;3.77E-08;-0.01787;-7.75E-03;-0.77521;1.14E-07;-4.24E-07;59392;989.9;1790;-0.6816;
2.62E-06;-4.68E-08;-0.01788;-7.76E-03;-0.77611;-1.41E-07;5.27E-07;59402;990;1800;-0.7159;
2.98E-06;-5.33E-08;-0.01788;-7.77E-03;-0.7766;-1.61E-07;6.00E-07;59412.012;990.2;1810;-0.6527;
9.45E-06;-1.69E-07;-0.01788;-7.77E-03;-0.77742;-5.09E-07;1.90E-06;59422;990.4;1820;-0.6783;
-1.82E-06;3.25E-08;-0.01788;-7.77E-03;-0.77704;9.79E-08;-3.66E-07;59432.012;990.5;1830;-0.7046;
-8.94E-06;1.60E-07;-0.01788;-7.79E-03;-0.77851;4.82E-07;-1.80E-06;59442;990.7;1840;-0.6635;
1.11E-05;-1.99E-07;-0.01788;-7.79E-03;-0.77911;-5.99E-07;2.24E-06;59452;990.9;1850;-0.7015;
-4.36E-06;7.80E-08;-0.01788;-7.80E-03;-0.77998;2.35E-07;-8.78E-07;59462.02;991;1860;-0.7112;
-2.33E-06;4.16E-08;-0.01788;-7.80E-03;-0.78037;1.25E-07;-4.68E-07;59472.02;991.2;1870;-0.701;
2.55E-06;-4.55E-08;-0.01788;-7.81E-03;-0.78085;-1.37E-07;5.12E-07;59482.02;991.4;1880;-0.7662;
7.05E-06;-1.26E-07;-0.01788;-7.82E-03;-0.78185;-3.80E-07;1.42E-06;59492.02;991.5;1890;-0.7835;
3.85E-06;-6.89E-08;-0.01788;-7.83E-03;-0.78281;-2.08E-07;7.75E-07;59502.02;991.7;1900;-0.786;
-3.13E-06;5.59E-08;-0.01788;-7.84E-03;-0.78353;1.68E-07;-6.29E-07;59512.02;991.9;1910;-0.76;
1.89E-06;-3.38E-08;-0.01788;-7.84E-03;-0.78411;-1.02E-07;3.80E-07;59522.02;992;1920;-0.7253;
8.00E-07;-1.43E-08;-0.01788;-7.85E-03;-0.785;-4.31E-08;1.61E-07;59532.02;992.2;1930;-0.7429;
1.36E-05;-2.43E-07;-0.01788;-7.85E-03;-0.78501;-7.32E-07;2.74E-06;59542.02;992.4;1940;-0.7419;
5.45E-06;-9.75E-08;-0.01788;-7.86E-03;-0.78573;-2.94E-07;1.10E-06;59552.02;992.5;1950;-0.7257;
-7.78E-06;1.39E-07;-0.01788;-7.87E-03;-0.78685;4.19E-07;-1.57E-06;59562.02;992.7;1960;-0.7026;
1.31E-06;-2.34E-08;-0.01788;-7.87E-03;-0.7866;-7.05E-08;2.63E-07;59572.012;992.9;1970;-0.737;
-6.83E-06;1.22E-07;-0.01788;-7.88E-03;-0.78802;3.68E-07;-1.38E-06;59582.012;993;1980;-0.7751;
1.24E-05;-2.22E-07;-0.01788;-7.88E-03;-0.78838;-6.70E-07;2.50E-06;59592.012;993.2;1990;-0.7868;
-6.11E-06;1.09E-07;-0.01788;-7.89E-03;-0.78891;3.29E-07;-1.23E-06;59602.012;993.4;2000;-0.757;
-6.54E-07;1.17E-08;-0.01788;-7.89E-03;-0.78889;3.52E-08;-1.32E-07;59612.02;993.5;2010;-0.7735;
-2.04E-06;3.64E-08;-0.01787;-7.90E-03;-0.79025;1.10E-07;-4.10E-07;59622.012;993.7;2020;-0.7662;
-4.14E-06;7.41E-08;-0.01788;-7.91E-03;-0.7913;2.23E-07;-8.34E-07;59632.012;993.9;2030;-0.7919;
9.96E-06;-1.78E-07;-0.01788;-7.92E-03;-0.7917;-5.37E-07;2.00E-06;59642.012;994;2040;-0.7547;
1.16E-06;-2.08E-08;-0.01788;-7.92E-03;-0.79187;-6.27E-08;2.34E-07;59652.012;994.2;2050;-0.8083;
-6.47E-06;1.16E-07;-0.01788;-7.93E-03;-0.79289;3.49E-07;-1.30E-06;59662.012;994.4;2060;-0.8073;
6.83E-06;-1.22E-07;-0.01788;-7.94E-03;-0.79353;-3.68E-07;1.38E-06;59672.012;994.5;2070;-0.7715;
-1.45E-07;2.60E-09;-0.01788;-7.94E-03;-0.79417;7.83E-09;-2.93E-08;59682.012;994.7;2080;-0.7942;
-4.22E-06;7.54E-08;-0.01788;-7.95E-03;-0.79497;2.27E-07;-8.49E-07;59692.012;994.9;2090;-0.7464;
-1.36E-05;2.43E-07;-0.01788;-7.95E-03;-0.79536;7.32E-07;-2.74E-06;59702.012;995;2100;-0.7753;
-7.27E-07;1.30E-08;-0.01788;-7.96E-03;-0.79611;3.92E-08;-1.46E-07;59712.012;995.2;2110;-0.8307;
5.74E-06;-1.03E-07;-0.01787;-7.96E-03;-0.79595;-3.09E-07;1.16E-06;59722.02;995.4;2120;-0.8112;
-2.76E-06;4.94E-08;-0.01788;-7.97E-03;-0.79677;1.49E-07;-5.56E-07;59732.012;995.5;2130;-0.8151;
5.82E-06;-1.04E-07;-0.01788;-7.98E-03;-0.7976;-3.13E-07;1.17E-06;59742.012;995.7;2140;-0.7755;
-6.04E-06;1.08E-07;-0.01788;-7.98E-03;-0.79817;3.25E-07;-1.21E-06;59752.012;995.9;2150;-0.7861;
-8.22E-06;1.47E-07;-0.01788;-7.99E-03;-0.79916;4.43E-07;-1.65E-06;59762;996;2160;-0.8496;
-5.09E-07;9.10E-09;-0.01788;-8.00E-03;-0.79955;2.74E-08;-1.02E-07;59772;996.2;2170;-0.8512;
-7.34E-06;1.31E-07;-0.01788;-8.00E-03;-0.80018;3.96E-07;-1.48E-06;59782;996.4;2180;-0.8284;
-4.73E-06;8.45E-08;-0.01788;-8.01E-03;-0.80082;2.55E-07;-9.51E-07;59792.012;996.5;2190;-0.8331;
-5.45E-06;9.75E-08;-0.01788;-8.02E-03;-0.80155;2.94E-07;-1.10E-06;59802;996.7;2200;-0.84;
-5.09E-06;9.10E-08;-0.01788;-8.02E-03;-0.80178;2.74E-07;-1.02E-06;59812;996.9;2210;-0.8454;
2.98E-06;-5.33E-08;-0.01788;-8.03E-03;-0.80249;-1.61E-07;6.00E-07;59822;997;2220;-0.8873;
4.14E-06;-7.41E-08;-0.01788;-8.03E-03;-0.80331;-2.23E-07;8.34E-07;59832;997.2;2230;-0.8751;
-7.42E-06;1.33E-07;-0.01788;-8.03E-03;-0.80333;3.99E-07;-1.49E-06;59842;997.4;2240;-0.8385;
1.24E-06;-2.21E-08;-0.01788;-8.04E-03;-0.80412;-6.66E-08;2.49E-07;59852;997.5;2250;-0.8877;
1.38E-05;-2.47E-07;-0.01788;-8.05E-03;-0.80461;-7.44E-07;2.78E-06;59862.02;997.7;2260;-0.8254;
2.25E-06;-4.03E-08;-0.01788;-8.06E-03;-0.80559;-1.21E-07;4.54E-07;59872;997.9;2270;-0.8298;
-9.82E-06;1.76E-07;-0.01788;-8.06E-03;-0.80555;5.29E-07;-1.98E-06;59882;998;2280;-0.8323;
-1.56E-05;2.78E-07;-0.01788;-8.07E-03;-0.8066;8.38E-07;-3.13E-06;59892;998.2;2290;-0.8765;
-2.98E-06;5.33E-08;-0.01788;-8.07E-03;-0.80699;1.61E-07;-6.00E-07;59902;998.4;2300;-0.8655;
1.60E-05;-2.86E-07;-0.01788;-8.08E-03;-0.80747;-8.62E-07;3.22E-06;59912;998.5;2310;-0.8931;
1.82E-06;-3.25E-08;-0.01788;-8.08E-03;-0.80771;-9.79E-08;3.66E-07;59922.02;998.7;2320;-0.8437;
-5.89E-06;1.05E-07;-0.01788;-8.09E-03;-0.80897;3.17E-07;-1.19E-06;59932.02;998.9;2330;-0.8256;
-8.00E-06;1.43E-07;-0.01788;-8.09E-03;-0.80931;4.31E-07;-1.61E-06;59942;999;2340;-0.8468;
-7.42E-06;1.33E-07;-0.01788;-8.10E-03;-0.80977;3.99E-07;-1.49E-06;59952.02;999.2;2350;-0.8796;
-8.00E-07;1.43E-08;-0.01788;-8.10E-03;-0.81016;4.31E-08;-1.61E-07;59962.02;999.4;2360;-0.8447;
7.42E-06;-1.33E-07;-0.01788;-8.11E-03;-0.81092;-3.99E-07;1.49E-06;59972.02;999.5;2370;-0.8767;
8.36E-06;-1.50E-07;-0.01788;-8.12E-03;-0.81151;-4.50E-07;1.68E-06;59982.02;999.7;2380;-0.8813;
-1.86E-05;3.33E-07;-0.01787;-8.12E-03;-0.81169;1.00E-06;-3.75E-06;59992.02;999.9;2390;-0.8867;
-1.40E-05;2.51E-07;-0.01788;-8.12E-03;-0.81244;7.56E-07;-2.82E-06;60002.012;1000;2400;-0.8264;
-8.73E-07;1.56E-08;-0.01788;-8.13E-03;-0.81284;4.70E-08;-1.76E-07;60012.012;1000.2;2410;-0.8785;
2.56E-05;-4.58E-07;-0.01788;-8.13E-03;-0.8134;-1.38E-06;5.15E-06;60022.012;1000.4;2420;-0.8403;
8.51E-06;-1.52E-07;-0.01788;-8.14E-03;-0.81377;-4.58E-07;1.71E-06;60032.02;1000.5;2430;-0.8523;
-1.31E-06;2.34E-08;-0.01788;-8.14E-03;-0.81437;7.05E-08;-2.63E-07;60042.02;1000.7;2440;-0.8827;
-1.09E-06;1.95E-08;-0.01788;-8.15E-03;-0.81461;5.87E-08;-2.19E-07;60052.012;1000.9;2450;-0.894;
-5.45E-06;9.75E-08;-0.01788;-8.16E-03;-0.81552;2.94E-07;-1.10E-06;60062.012;1001;2460;-0.8737;
5.67E-06;-1.01E-07;-0.01787;-8.16E-03;-0.81547;-3.05E-07;1.14E-06;60072.012;1001.2;2470;-0.9128;
-4.58E-06;8.19E-08;-0.01788;-8.16E-03;-0.81609;2.47E-07;-9.22E-07;60082.012;1001.4;2480;-0.9042;
-1.67E-06;2.99E-08;-0.01788;-8.17E-03;-0.81698;9.01E-08;-3.37E-07;60092.012;1001.5;2490;-0.8914;
1.48E-05;-2.65E-07;-0.01788;-8.17E-03;-0.81683;-7.99E-07;2.98E-06;60102.012;1001.7;2500;-0.8816;
-1.84E-05;3.29E-07;-0.01788;-8.18E-03;-0.81759;9.91E-07;-3.70E-06;60112.012;1001.9;2510;-0.8579;
-2.91E-07;5.20E-09;-0.01788;-8.18E-03;-0.81819;1.57E-08;-5.85E-08;60122.012;1002;2520;-0.9015;
-1.64E-05;2.92E-07;-0.01788;-8.19E-03;-0.81882;8.81E-07;-3.29E-06;60132.012;1002.2;2530;-0.8503;
8.36E-06;-1.50E-07;-0.01788;-8.19E-03;-0.8188;-4.50E-07;1.68E-06;60142.012;1002.4;2540;-0.8965;
-1.03E-05;1.83E-07;-0.01788;-8.19E-03;-0.81936;5.52E-07;-2.06E-06;60152.012;1002.5;2550;-0.8606;
1.53E-06;-2.73E-08;-0.01788;-8.20E-03;-0.82;-8.22E-08;3.07E-07;60162.012;1002.7;2560;-0.8915;
-2.04E-05;3.65E-07;-0.01788;-8.20E-03;-0.82027;1.10E-06;-4.11E-06;60172.012;1002.9;2570;-0.9065;
1.19E-05;-2.12E-07;-0.01788;-8.21E-03;-0.82074;-6.38E-07;2.39E-06;60182.012;1003;2580;-0.9009;
8.14E-06;-1.46E-07;-0.01788;-8.21E-03;-0.82142;-4.39E-07;1.64E-06;60192.012;1003.2;2590;-0.904;
-2.11E-06;3.77E-08;-0.01787;-8.22E-03;-0.82198;1.14E-07;-4.24E-07;60202.012;1003.4;2600;-0.8678;
1.67E-06;-2.99E-08;-0.01788;-8.22E-03;-0.82174;-9.01E-08;3.37E-07;60212.012;1003.5;2610;-0.8568;
9.45E-07;-1.69E-08;-0.01788;-8.22E-03;-0.82243;-5.09E-08;1.90E-07;60222;1003.7;2620;-0.8427;
2.18E-07;-3.90E-09;-0.01788;-8.23E-03;-0.82275;-1.18E-08;4.39E-08;60232.012;1003.9;2630;-0.9165;
1.67E-06;-2.99E-08;-0.01788;-8.23E-03;-0.82325;-9.01E-08;3.37E-07;60242;1004;2640;-0.8597;
-9.45E-07;1.69E-08;-0.01788;-8.24E-03;-0.8241;5.09E-08;-1.90E-07;60252;1004.2;2650;-0.8414;
1.00E-05;-1.79E-07;-0.01788;-8.24E-03;-0.82432;-5.40E-07;2.02E-06;60262;1004.4;2660;-0.9073;
5.60E-06;-1.00E-07;-0.01787;-8.25E-03;-0.82461;-3.02E-07;1.13E-06;60272;1004.5;2670;-0.8302;
-1.26E-05;2.25E-07;-0.01788;-8.26E-03;-0.82562;6.77E-07;-2.53E-06;60282;1004.7;2680;-0.8122;
4.07E-06;-7.28E-08;-0.01788;-8.26E-03;-0.82577;-2.19E-07;8.19E-07;60292;1004.9;2690;-0.8857;
6.98E-06;-1.25E-07;-0.01788;-8.26E-03;-0.82572;-3.76E-07;1.40E-06;60302;1005;2700;-0.9029;
5.96E-06;-1.07E-07;-0.01788;-8.27E-03;-0.82656;-3.21E-07;1.20E-06;60312;1005.2;2710;-0.8422;
3.56E-06;-6.37E-08;-0.01788;-8.27E-03;-0.82716;-1.92E-07;7.17E-07;60322;1005.4;2720;-0.8333;
1.48E-05;-2.64E-07;-0.01788;-8.28E-03;-0.82767;-7.95E-07;2.97E-06;60332;1005.5;2730;-0.84;
-4.07E-06;7.28E-08;-0.01788;-8.28E-03;-0.82774;2.19E-07;-8.19E-07;60342;1005.7;2740;-0.8345;
-6.54E-06;1.17E-07;-0.01788;-8.28E-03;-0.82832;3.52E-07;-1.32E-06;60352;1005.9;2750;-0.8792;
-8.14E-06;1.46E-07;-0.01788;-8.29E-03;-0.82858;4.39E-07;-1.64E-06;60362.012;1006;2760;-0.8113;
3.27E-06;-5.85E-08;-0.01788;-8.29E-03;-0.82893;-1.76E-07;6.58E-07;60372;1006.2;2770;-0.8101;
-1.45E-06;2.60E-08;-0.01788;-8.30E-03;-0.82956;7.83E-08;-2.93E-07;60382;1006.4;2780;-0.8391;
9.38E-06;-1.68E-07;-0.01788;-8.30E-03;-0.8301;-5.05E-07;1.89E-06;60392.02;1006.5;2790;-0.8077;
-8.80E-06;1.57E-07;-0.01788;-8.31E-03;-0.83063;4.74E-07;-1.77E-06;60402.02;1006.7;2800;-0.8264;
-9.45E-06;1.69E-07;-0.01788;-8.30E-03;-0.83006;5.09E-07;-1.90E-06;60412.012;1006.9;2810;-0.8848;
1.29E-05;-2.31E-07;-0.01788;-8.32E-03;-0.83146;-6.97E-07;2.60E-06;60422.02;1007;2820;-0.8316;
-2.91E-06;5.20E-08;-0.01788;-8.31E-03;-0.83141;1.57E-07;-5.85E-07;60432.012;1007.2;2830;-0.8605;
-1.51E-05;2.70E-07;-0.01788;-8.32E-03;-0.83178;8.15E-07;-3.04E-06;60442.012;1007.4;2840;-0.8395;
-1.24E-06;2.21E-08;-0.01788;-8.33E-03;-0.83279;6.66E-08;-2.49E-07;60452.012;1007.5;2850;-0.7963;
1.21E-05;-2.17E-07;-0.01788;-8.33E-03;-0.83281;-6.54E-07;2.44E-06;60462.012;1007.7;2860;-0.7853;
1.38E-06;-2.47E-08;-0.01788;-8.33E-03;-0.83284;-7.44E-08;2.78E-07;60472.012;1007.9;2870;-0.8291;
-1.29E-05;2.31E-07;-0.01788;-8.33E-03;-0.83327;6.97E-07;-2.60E-06;60482.012;1008;2880;-0.8324;
3.35E-06;-5.98E-08;-0.01788;-8.33E-03;-0.8333;-1.80E-07;6.73E-07;60492.012;1008.2;2890;-0.8347;
5.38E-06;-9.62E-08;-0.01788;-8.34E-03;-0.83436;-2.90E-07;1.08E-06;60502.012;1008.4;2900;-0.7934;
-7.05E-06;1.26E-07;-0.01788;-8.34E-03;-0.83432;3.80E-07;-1.42E-06;60512.012;1008.5;2910;-0.8388;
7.20E-06;-1.29E-07;-0.01788;-8.35E-03;-0.83457;-3.88E-07;1.45E-06;60522.012;1008.7;2920;-0.8509;
4.44E-06;-7.93E-08;-0.01788;-8.35E-03;-0.83492;-2.39E-07;8.92E-07;60532.012;1008.9;2930;-0.7689;
1.02E-06;-1.82E-08;-0.01787;-8.35E-03;-0.83538;-5.48E-08;2.05E-07;60542.012;1009;2940;-0.8104;
