171214 60 OPL 40 PDMS 45,6 FE 24 Oi, @30 degrees C 10 - 4000 Pa;;;;;;;;;;;
;;;;;;;;;;;
Overspeed @ 4000 Pa after about 30 seconds;;;;;;;;;;;
;;;;;;;;;;;
shear rate;shear stress;viscosity;strain;% strain;torque;velocity;time global;time global;time;normal force;temperature
1/s;Pa;Pa.s;;;micro N.m;rad/s;s;min;s;N;degrees C
8.00E-06;-1.43E-07;-0.01788;-5.17E-03;-0.51651;-4.31E-07;1.61E-06;64950;1082.5;18150;0.01519;30
-4.07E-06;7.28E-08;-0.01788;-5.16E-03;-0.51616;2.19E-07;-8.19E-07;64960;1082.7;18160;0.01868;30
-1.12E-05;2.00E-07;-0.01788;-5.17E-03;-0.5165;6.03E-07;-2.25E-06;64970;1082.8;18170;0.01132;30
1.14E-05;-2.04E-07;-0.01788;-5.17E-03;-0.51654;-6.15E-07;2.30E-06;64980;1083;18180;3.21E-03;30
-1.82E-06;3.25E-08;-0.01788;-5.17E-03;-0.51658;9.79E-08;-3.66E-07;64990;1083.2;18190;0.01541;30
5.74E-06;-1.03E-07;-0.01787;-5.17E-03;-0.51665;-3.09E-07;1.16E-06;65000;1083.3;18200;0.0216;30
7.78E-06;-1.39E-07;-0.01788;-5.17E-03;-0.51685;-4.19E-07;1.57E-06;65010;1083.5;18210;0.01058;30
-2.22E-05;3.96E-07;-0.01788;-5.18E-03;-0.51791;1.19E-06;-4.46E-06;65020;1083.7;18220;0.02081;30
8.29E-06;-1.48E-07;-0.01788;-5.17E-03;-0.51693;-4.46E-07;1.67E-06;65030;1083.8;18230;0.01133;30
-1.02E-06;1.82E-08;-0.01787;-5.17E-03;-0.51697;5.48E-08;-2.05E-07;65040;1084;18240;0.01809;30
-4.36E-06;7.80E-08;-0.01788;-5.17E-03;-0.51704;2.35E-07;-8.78E-07;65050;1084.2;18250;9.60E-03;30
-1.20E-05;2.14E-07;-0.01788;-5.17E-03;-0.51681;6.46E-07;-2.41E-06;65060;1084.3;18260;0.02291;30
7.27E-08;-1.30E-09;-0.01788;-5.17E-03;-0.51692;-3.92E-09;1.46E-08;65070;1084.5;18270;0.01077;30
2.47E-06;-4.42E-08;-0.01788;-5.17E-03;-0.51733;-1.33E-07;4.97E-07;65080;1084.7;18280;0.01772;30
7.56E-06;-1.35E-07;-0.01788;-5.17E-03;-0.51733;-4.07E-07;1.52E-06;65090;1084.8;18290;8.85E-03;30
-9.38E-06;1.68E-07;-0.01788;-5.18E-03;-0.51747;5.05E-07;-1.89E-06;65100;1085;18300;0.01656;30
2.76E-06;-4.94E-08;-0.01788;-5.18E-03;-0.51768;-1.49E-07;5.56E-07;65110;1085.2;18310;0.01871;30
-9.45E-07;1.69E-08;-0.01788;-5.18E-03;-0.51774;5.09E-08;-1.90E-07;65120;1085.3;18320;0.01772;30
-4.00E-06;7.15E-08;-0.01788;-5.18E-03;-0.51771;2.15E-07;-8.05E-07;65130;1085.5;18330;0.0158;30
4.07E-06;-7.28E-08;-0.01788;-5.18E-03;-0.51772;-2.19E-07;8.19E-07;65140;1085.7;18340;0.01502;30
4.36E-07;-7.80E-09;-0.01788;-5.18E-03;-0.51763;-2.35E-08;8.78E-08;65150;1085.8;18350;0.02025;30
4.36E-06;-7.80E-08;-0.01788;-5.18E-03;-0.51781;-2.35E-07;8.78E-07;65160;1086;18360;0.01176;30
-4.65E-06;8.32E-08;-0.01788;-5.18E-03;-0.51764;2.51E-07;-9.36E-07;65170;1086.2;18370;0.02256;30
4.14E-06;-7.41E-08;-0.01788;-5.18E-03;-0.51778;-2.23E-07;8.34E-07;65180;1086.3;18380;4.22E-03;30
2.33E-06;-4.16E-08;-0.01788;-5.18E-03;-0.51779;-1.25E-07;4.68E-07;65190;1086.5;18390;0.01641;30
-9.82E-06;1.76E-07;-0.01788;-5.18E-03;-0.51802;5.29E-07;-1.98E-06;65200;1086.7;18400;0.02314;30
4.65E-06;-8.32E-08;-0.01788;-5.18E-03;-0.51824;-2.51E-07;9.36E-07;65210;1086.8;18410;9.62E-03;30
1.31E-06;-2.34E-08;-0.01788;-5.18E-03;-0.51842;-7.05E-08;2.63E-07;65220;1087;18420;0.01774;30
3.05E-06;-5.46E-08;-0.01788;-5.18E-03;-0.51799;-1.65E-07;6.14E-07;65230;1087.2;18430;0.01602;30
-4.00E-06;7.15E-08;-0.01788;-5.18E-03;-0.5181;2.15E-07;-8.05E-07;65240;1087.3;18440;0.02081;30
-6.11E-06;1.09E-07;-0.01788;-5.18E-03;-0.51806;3.29E-07;-1.23E-06;65250;1087.5;18450;0.01425;30
-7.27E-07;1.30E-08;-0.01788;-5.19E-03;-0.51891;3.92E-08;-1.46E-07;65260;1087.7;18460;0.01333;30
9.02E-06;-1.61E-07;-0.01788;-5.19E-03;-0.51859;-4.86E-07;1.81E-06;65270;1087.8;18470;0.01566;30
6.54E-07;-1.17E-08;-0.01788;-5.19E-03;-0.51863;-3.52E-08;1.32E-07;65280;1088;18480;0.01352;30
-2.40E-06;4.29E-08;-0.01788;-5.18E-03;-0.51838;1.29E-07;-4.83E-07;65290;1088.2;18490;0.01546;30
-6.18E-06;1.11E-07;-0.01788;-5.19E-03;-0.51876;3.33E-07;-1.24E-06;65300;1088.3;18500;4.84E-03;30
7.78E-06;-1.39E-07;-0.01788;-5.19E-03;-0.5188;-4.19E-07;1.57E-06;65310;1088.5;18510;0.02177;30
-2.84E-06;5.07E-08;-0.01787;-5.19E-03;-0.5189;1.53E-07;-5.71E-07;65320;1088.7;18520;0.02064;30
3.71E-06;-6.63E-08;-0.01788;-5.19E-03;-0.51894;-2.00E-07;7.46E-07;65330;1088.8;18530;0.01442;30
4.00E-06;-7.15E-08;-0.01788;-5.19E-03;-0.51856;-2.15E-07;8.05E-07;65340;1089;18540;0.0216;30
-6.33E-06;1.13E-07;-0.01788;-5.19E-03;-0.51885;3.41E-07;-1.27E-06;65350;1089.2;18550;0.01429;30
-4.73E-06;8.45E-08;-0.01788;-5.19E-03;-0.51888;2.55E-07;-9.51E-07;65360;1089.3;18560;0.01738;30
6.33E-06;-1.13E-07;-0.01788;-5.19E-03;-0.5189;-3.41E-07;1.27E-06;65370;1089.5;18570;0.02409;30
1.75E-06;-3.12E-08;-0.01788;-5.19E-03;-0.5193;-9.40E-08;3.51E-07;65380;1089.7;18580;0.01466;30
3.71E-06;-6.63E-08;-0.01788;-5.19E-03;-0.51921;-2.00E-07;7.46E-07;65390;1089.8;18590;0.0216;30
-5.31E-06;9.49E-08;-0.01788;-5.19E-03;-0.51922;2.86E-07;-1.07E-06;65400;1090;18600;0.01604;30
-1.67E-06;2.99E-08;-0.01788;-5.19E-03;-0.51944;9.01E-08;-3.37E-07;65410;1090.2;18610;0.01947;30
-1.09E-06;1.95E-08;-0.01788;-5.19E-03;-0.51899;5.87E-08;-2.19E-07;65420;1090.3;18620;0.02722;30
-1.24E-06;2.21E-08;-0.01788;-5.19E-03;-0.519;6.66E-08;-2.49E-07;65430;1090.5;18630;0.01084;30
4.36E-06;-7.80E-08;-0.01788;-5.19E-03;-0.51934;-2.35E-07;8.78E-07;65440;1090.7;18640;0.02085;30
5.09E-07;-9.10E-09;-0.01788;-5.20E-03;-0.51969;-2.74E-08;1.02E-07;65450;1090.8;18650;0.01432;30
-2.91E-06;5.20E-08;-0.01788;-5.20E-03;-0.5196;1.57E-07;-5.85E-07;65460;1091;18660;0.01678;30
-7.27E-07;1.30E-08;-0.01788;-5.19E-03;-0.51919;3.92E-08;-1.46E-07;65470;1091.2;18670;0.02085;30
1.75E-06;-3.12E-08;-0.01788;-5.19E-03;-0.51939;-9.40E-08;3.51E-07;65480;1091.3;18680;0.01506;30
1.19E-05;-2.13E-07;-0.01788;-5.20E-03;-0.51962;-6.42E-07;2.40E-06;65490;1091.5;18690;0.0222;30
-5.16E-06;9.23E-08;-0.01788;-5.20E-03;-0.51974;2.78E-07;-1.04E-06;65500;1091.7;18700;0.01468;30
-2.62E-06;4.68E-08;-0.01788;-5.20E-03;-0.51989;1.41E-07;-5.27E-07;65510;1091.8;18710;0.02589;30
3.27E-06;-5.85E-08;-0.01788;-5.20E-03;-0.51983;-1.76E-07;6.58E-07;65520;1092;18720;0.01661;30
4.58E-06;-8.19E-08;-0.01788;-5.20E-03;-0.51955;-2.47E-07;9.22E-07;65530;1092.2;18730;0.01624;30
3.20E-06;-5.72E-08;-0.01788;-5.20E-03;-0.51983;-1.72E-07;6.44E-07;65540;1092.3;18740;0.01718;30
-5.09E-06;9.10E-08;-0.01788;-5.20E-03;-0.51983;2.74E-07;-1.02E-06;65550;1092.5;18750;9.11E-03;30
5.67E-06;-1.01E-07;-0.01787;-5.20E-03;-0.51984;-3.05E-07;1.14E-06;65560;1092.7;18760;0.02104;30
-4.36E-07;7.80E-09;-0.01788;-5.20E-03;-0.52018;2.35E-08;-8.78E-08;65570;1092.8;18770;0.02357;30
-1.96E-06;3.51E-08;-0.01788;-5.20E-03;-0.52018;1.06E-07;-3.95E-07;65580;1093;18780;0.01853;30
-5.74E-06;1.03E-07;-0.01787;-5.20E-03;-0.52035;3.09E-07;-1.16E-06;65590;1093.2;18790;0.02319;30
-1.53E-06;2.73E-08;-0.01788;-5.20E-03;-0.52012;8.22E-08;-3.07E-07;65600;1093.3;18800;8.16E-03;30
1.45E-05;-2.60E-07;-0.01788;-5.20E-03;-0.52039;-7.83E-07;2.93E-06;65610;1093.5;18810;0.01875;30
-5.67E-06;1.01E-07;-0.01787;-5.20E-03;-0.52017;3.05E-07;-1.14E-06;65620;1093.7;18820;0.02086;30
4.80E-06;-8.58E-08;-0.01788;-5.21E-03;-0.52089;-2.58E-07;9.66E-07;65630;1093.8;18830;0.01066;30
9.96E-06;-1.78E-07;-0.01788;-5.20E-03;-0.52032;-5.37E-07;2.00E-06;65640;1094;18840;0.01875;30
-2.04E-06;3.64E-08;-0.01787;-5.21E-03;-0.52079;1.10E-07;-4.10E-07;65650;1094.2;18850;0.02068;30
3.64E-06;-6.50E-08;-0.01788;-5.21E-03;-0.52073;-1.96E-07;7.32E-07;65660;1094.3;18860;0.01759;30
4.58E-06;-8.19E-08;-0.01788;-5.20E-03;-0.52036;-2.47E-07;9.22E-07;65670;1094.5;18870;7.95E-03;30
5.09E-07;-9.10E-09;-0.01788;-5.21E-03;-0.5208;-2.74E-08;1.02E-07;65680;1094.7;18880;0.01645;30
-3.13E-06;5.59E-08;-0.01788;-5.21E-03;-0.52064;1.68E-07;-6.29E-07;65690;1094.8;18890;0.02106;30
4.44E-06;-7.93E-08;-0.01788;-5.21E-03;-0.52097;-2.39E-07;8.92E-07;65700;1095;18900;0.01551;30
-6.04E-06;1.08E-07;-0.01788;-5.21E-03;-0.52085;3.25E-07;-1.21E-06;65710;1095.2;18910;0.01007;30
2.55E-06;-4.55E-08;-0.01788;-5.21E-03;-0.52069;-1.37E-07;5.12E-07;65720;1095.3;18920;0.01335;30
-2.47E-06;4.42E-08;-0.01788;-5.21E-03;-0.52077;1.33E-07;-4.97E-07;65730;1095.5;18930;0.01587;30
5.31E-06;-9.49E-08;-0.01788;-5.21E-03;-0.52107;-2.86E-07;1.07E-06;65740;1095.7;18940;5.26E-03;30
4.73E-06;-8.45E-08;-0.01788;-5.21E-03;-0.52099;-2.55E-07;9.51E-07;65750;1095.8;18950;0.01356;30
6.40E-06;-1.14E-07;-0.01788;-5.21E-03;-0.52113;-3.45E-07;1.29E-06;65760;1096;18960;0.01778;30
9.23E-06;-1.65E-07;-0.01788;-5.21E-03;-0.52131;-4.97E-07;1.86E-06;65770;1096.2;18970;0.0103;30
-8.36E-06;1.50E-07;-0.01788;-5.21E-03;-0.52124;4.50E-07;-1.68E-06;65780;1096.3;18980;0.01761;30
-1.14E-05;2.04E-07;-0.01788;-5.21E-03;-0.52123;6.15E-07;-2.30E-06;65790;1096.5;18990;6.25E-03;30
1.24E-06;-2.21E-08;-0.01788;-5.22E-03;-0.52159;-6.66E-08;2.49E-07;65800;1096.7;19000;0.0157;30
-1.67E-05;2.98E-07;-0.01788;-5.21E-03;-0.52108;8.97E-07;-3.35E-06;65810;1096.8;19010;0.02436;30
8.87E-06;-1.59E-07;-0.01788;-5.22E-03;-0.52189;-4.78E-07;1.79E-06;65820;1097;19020;0.01473;30
2.04E-06;-3.64E-08;-0.01787;-5.22E-03;-0.52163;-1.10E-07;4.10E-07;65830;1097.2;19030;0.01684;30
4.07E-06;-7.28E-08;-0.01788;-5.22E-03;-0.52152;-2.19E-07;8.19E-07;65850;1097.5;19050;0.01204;30
-1.02E-06;1.82E-08;-0.01787;-5.22E-03;-0.52176;5.48E-08;-2.05E-07;65860;1097.7;19060;0.02211;30
7.20E-06;-1.29E-07;-0.01788;-5.22E-03;-0.52198;-3.88E-07;1.45E-06;65870;1097.8;19070;8.39E-03;30
-8.00E-07;1.43E-08;-0.01788;-5.22E-03;-0.52205;4.31E-08;-1.61E-07;65880;1098;19080;0.02149;30
-8.87E-06;1.59E-07;-0.01788;-5.22E-03;-0.52218;4.78E-07;-1.79E-06;65890;1098.2;19090;0.01936;30
1.11E-05;-1.98E-07;-0.01788;-5.22E-03;-0.52209;-5.95E-07;2.22E-06;65900;1098.3;19100;0.0136;30
-1.98E-05;3.54E-07;-0.01788;-5.22E-03;-0.52188;1.07E-06;-3.98E-06;65910;1098.5;19110;0.02018;30
-9.23E-06;1.65E-07;-0.01788;-5.22E-03;-0.52194;4.97E-07;-1.86E-06;65920;1098.7;19120;0.01843;30
-2.84E-06;5.07E-08;-0.01787;-5.22E-03;-0.52207;1.53E-07;-5.71E-07;65930;1098.8;19130;0.01397;30
-3.13E-06;5.59E-08;-0.01788;-5.22E-03;-0.52217;1.68E-07;-6.29E-07;65940;1099;19140;0.01921;30
-3.27E-06;5.85E-08;-0.01788;-5.22E-03;-0.52208;1.76E-07;-6.58E-07;65950;1099.2;19150;0.02307;30
-6.91E-06;1.24E-07;-0.01788;-5.23E-03;-0.52254;3.72E-07;-1.39E-06;65960;1099.3;19160;0.02112;30
1.46E-05;-2.61E-07;-0.01788;-5.22E-03;-0.52219;-7.87E-07;2.94E-06;65970;1099.5;19170;0.01806;30
-1.67E-06;2.99E-08;-0.01788;-5.22E-03;-0.52231;9.01E-08;-3.37E-07;65980;1099.7;19180;0.01401;30
-2.18E-07;3.90E-09;-0.01788;-5.23E-03;-0.5225;1.17E-08;-4.39E-08;65990;1099.8;19190;0.01941;30
5.60E-06;-1.00E-07;-0.01787;-5.23E-03;-0.52285;-3.02E-07;1.13E-06;66000;1100;19200;0.0238;30
2.25E-06;-4.03E-08;-0.01788;-5.23E-03;-0.52249;-1.21E-07;4.54E-07;66010;1100.2;19210;0.01073;30
5.82E-07;-1.04E-08;-0.01788;-5.23E-03;-0.52276;-3.13E-08;1.17E-07;66020;1100.3;19220;0.0196;30
-3.05E-06;5.46E-08;-0.01788;-5.23E-03;-0.52287;1.64E-07;-6.14E-07;66030;1100.5;19230;0.01129;30
-6.54E-07;1.17E-08;-0.01788;-5.23E-03;-0.52304;3.52E-08;-1.32E-07;66040;1100.7;19240;0.01748;30
5.16E-06;-9.23E-08;-0.01788;-5.23E-03;-0.52266;-2.78E-07;1.04E-06;66050;1100.8;19250;5.33E-03;30
7.27E-06;-1.30E-07;-0.01788;-5.22E-03;-0.52242;-3.92E-07;1.46E-06;66060;1101;19260;0.02039;30
4.36E-06;-7.80E-08;-0.01788;-5.23E-03;-0.52281;-2.35E-07;8.78E-07;66070;1101.2;19270;0.02018;30
-2.33E-06;4.16E-08;-0.01788;-5.23E-03;-0.52298;1.25E-07;-4.68E-07;66080;1101.3;19280;0.01266;30
3.64E-07;-6.50E-09;-0.01788;-5.23E-03;-0.52303;-1.96E-08;7.32E-08;66090;1101.5;19290;0.01385;30
-5.96E-06;1.07E-07;-0.01788;-5.23E-03;-0.52301;3.21E-07;-1.20E-06;66100;1101.7;19300;0.01651;30
-8.73E-07;1.56E-08;-0.01788;-5.23E-03;-0.52318;4.70E-08;-1.76E-07;66110;1101.8;19310;0.02232;30
-4.29E-06;7.67E-08;-0.01788;-5.23E-03;-0.52295;2.31E-07;-8.63E-07;66120;1102;19320;0.01347;30
9.67E-06;-1.73E-07;-0.01788;-5.23E-03;-0.52323;-5.21E-07;1.95E-06;66130;1102.2;19330;0.02155;30
-4.73E-06;8.45E-08;-0.01788;-5.23E-03;-0.52321;2.55E-07;-9.51E-07;66140;1102.3;19340;0.01419;30
-6.33E-06;1.13E-07;-0.01788;-5.23E-03;-0.52328;3.41E-07;-1.27E-06;66150;1102.5;19350;0.01574;30
-1.02E-05;1.82E-07;-0.01787;-5.23E-03;-0.52326;5.48E-07;-2.05E-06;66160;1102.7;19360;0.01673;30
-1.67E-06;2.99E-08;-0.01788;-5.23E-03;-0.52337;9.01E-08;-3.37E-07;66170;1102.8;19370;0.01786;30
-8.73E-06;1.56E-07;-0.01788;-5.24E-03;-0.52363;4.70E-07;-1.76E-06;66180;1103;19380;0.0175;30
-7.85E-06;1.40E-07;-0.01788;-5.23E-03;-0.52343;4.23E-07;-1.58E-06;66190;1103.2;19390;0.01075;30
-1.11E-05;1.98E-07;-0.01788;-5.24E-03;-0.52361;5.95E-07;-2.22E-06;66200;1103.3;19400;7.65E-03;30
-6.69E-06;1.20E-07;-0.01788;-5.24E-03;-0.5238;3.60E-07;-1.35E-06;66210;1103.5;19410;0.0187;30
-7.27E-06;1.30E-07;-0.01788;-5.24E-03;-0.52391;3.92E-07;-1.46E-06;66220;1103.7;19420;0.01847;30
-6.76E-06;1.21E-07;-0.01788;-5.24E-03;-0.52402;3.64E-07;-1.36E-06;66230;1103.8;19430;0.01116;30
-9.60E-06;1.72E-07;-0.01788;-5.24E-03;-0.52365;5.17E-07;-1.93E-06;66240;1104;19440;0.01943;30
-2.40E-06;4.29E-08;-0.01788;-5.24E-03;-0.52373;1.29E-07;-4.83E-07;66250;1104.2;19450;0.02311;30
5.82E-07;-1.04E-08;-0.01788;-5.24E-03;-0.52382;-3.13E-08;1.17E-07;66260;1104.3;19460;0.01172;30
-1.82E-06;3.25E-08;-0.01788;-5.24E-03;-0.52397;9.79E-08;-3.66E-07;66270;1104.5;19470;0.01617;30
-5.96E-06;1.07E-07;-0.01788;-5.24E-03;-0.52405;3.21E-07;-1.20E-06;66280;1104.7;19480;9.63E-03;30
3.71E-06;-6.63E-08;-0.01788;-5.24E-03;-0.52392;-2.00E-07;7.46E-07;66290;1104.8;19490;0.01619;30
-8.73E-07;1.56E-08;-0.01788;-5.24E-03;-0.52431;4.70E-08;-1.76E-07;66300;1105;19500;0.02044;30
8.00E-06;-1.43E-07;-0.01788;-5.24E-03;-0.52419;-4.31E-07;1.61E-06;66310;1105.2;19510;0.01366;30
9.45E-07;-1.69E-08;-0.01788;-5.25E-03;-0.52447;-5.09E-08;1.90E-07;66320;1105.3;19520;0.01966;30
2.33E-06;-4.16E-08;-0.01788;-5.24E-03;-0.52439;-1.25E-07;4.68E-07;66330;1105.5;19530;9.81E-03;30
4.65E-06;-8.32E-08;-0.01788;-5.25E-03;-0.52475;-2.51E-07;9.36E-07;66340;1105.7;19540;0.01118;30
-9.45E-07;1.69E-08;-0.01788;-5.24E-03;-0.52445;5.09E-08;-1.90E-07;66350;1105.8;19550;0.02041;30
2.76E-06;-4.94E-08;-0.01788;-5.24E-03;-0.52445;-1.49E-07;5.56E-07;66360;1106;19560;0.01966;30
-1.24E-06;2.21E-08;-0.01788;-5.25E-03;-0.52475;6.66E-08;-2.49E-07;66370;1106.2;19570;0.01194;30
1.38E-06;-2.47E-08;-0.01788;-5.25E-03;-0.52498;-7.44E-08;2.78E-07;66380;1106.3;19580;0.01776;30
2.84E-06;-5.07E-08;-0.01787;-5.25E-03;-0.52506;-1.53E-07;5.71E-07;66390;1106.5;19590;7.53E-03;30
-5.82E-06;1.04E-07;-0.01788;-5.25E-03;-0.52485;3.13E-07;-1.17E-06;66400;1106.7;19600;0.01638;30
-4.07E-06;7.28E-08;-0.01788;-5.25E-03;-0.52493;2.19E-07;-8.19E-07;66420;1107;19620;0.01179;30
2.18E-06;-3.90E-08;-0.01788;-5.25E-03;-0.52482;-1.18E-07;4.39E-07;66430;1107.2;19630;0.02045;30
7.49E-06;-1.34E-07;-0.01788;-5.25E-03;-0.52515;-4.03E-07;1.51E-06;66440;1107.3;19640;0.01002;30
-4.87E-06;8.71E-08;-0.01788;-5.25E-03;-0.52504;2.62E-07;-9.80E-07;66450;1107.5;19650;0.0224;30
4.73E-06;-8.45E-08;-0.01788;-5.25E-03;-0.52534;-2.55E-07;9.51E-07;66460;1107.7;19660;0.02125;30
-7.13E-06;1.27E-07;-0.01788;-5.25E-03;-0.52527;3.84E-07;-1.43E-06;66470;1107.8;19670;6.37E-03;30
-9.89E-06;1.77E-07;-0.01788;-5.25E-03;-0.52482;5.33E-07;-1.99E-06;66480;1108;19680;0.01565;30
-6.47E-06;1.16E-07;-0.01788;-5.25E-03;-0.52519;3.49E-07;-1.30E-06;66490;1108.2;19690;0.01951;30
-8.22E-06;1.47E-07;-0.01788;-5.26E-03;-0.52563;4.43E-07;-1.65E-06;66500;1108.3;19700;0.01952;30
2.76E-06;-4.94E-08;-0.01788;-5.26E-03;-0.52551;-1.49E-07;5.56E-07;66510;1108.5;19710;0.01372;30
3.13E-06;-5.59E-08;-0.01788;-5.26E-03;-0.52582;-1.68E-07;6.29E-07;66520;1108.7;19720;0.01719;30
8.22E-06;-1.47E-07;-0.01788;-5.26E-03;-0.52556;-4.43E-07;1.65E-06;66530;1108.8;19730;0.02183;30
5.09E-06;-9.10E-08;-0.01788;-5.26E-03;-0.52581;-2.74E-07;1.02E-06;66540;1109;19740;0.01719;30
6.91E-06;-1.24E-07;-0.01788;-5.25E-03;-0.52533;-3.72E-07;1.39E-06;66550;1109.2;19750;0.01816;30
-4.65E-06;8.32E-08;-0.01788;-5.26E-03;-0.52577;2.51E-07;-9.36E-07;66560;1109.3;19760;0.01972;30
5.09E-07;-9.10E-09;-0.01788;-5.26E-03;-0.52568;-2.74E-08;1.02E-07;66570;1109.5;19770;7.57E-03;30
2.84E-06;-5.07E-08;-0.01787;-5.26E-03;-0.52593;-1.53E-07;5.71E-07;66580;1109.7;19780;0.0176;30
3.42E-06;-6.11E-08;-0.01788;-5.26E-03;-0.52579;-1.84E-07;6.88E-07;66590;1109.8;19790;0.01797;30
-6.91E-06;1.24E-07;-0.01788;-5.26E-03;-0.52579;3.72E-07;-1.39E-06;66600;1110;19800;0.01336;30
-7.05E-06;1.26E-07;-0.01788;-5.26E-03;-0.52589;3.80E-07;-1.42E-06;66610;1110.2;19810;0.02068;30
-2.40E-06;4.29E-08;-0.01788;-5.26E-03;-0.52587;1.29E-07;-4.83E-07;66620;1110.3;19820;0.01915;30
-1.60E-06;2.86E-08;-0.01788;-5.26E-03;-0.52591;8.62E-08;-3.22E-07;66630;1110.5;19830;0.01644;30
9.45E-07;-1.69E-08;-0.01788;-5.26E-03;-0.52613;-5.09E-08;1.90E-07;66640;1110.7;19840;0.01721;30
-5.09E-07;9.10E-09;-0.01788;-5.26E-03;-0.52581;2.74E-08;-1.02E-07;66650;1110.8;19850;0.01354;30
-1.05E-05;1.88E-07;-0.01788;-5.26E-03;-0.52602;5.68E-07;-2.12E-06;66660;1111;19860;0.01683;30
1.60E-06;-2.86E-08;-0.01788;-5.26E-03;-0.52611;-8.62E-08;3.22E-07;66670;1111.2;19870;0.01936;30
-8.14E-06;1.46E-07;-0.01788;-5.26E-03;-0.52605;4.39E-07;-1.64E-06;66680;1111.3;19880;0.02282;30
-9.53E-06;1.70E-07;-0.01788;-5.26E-03;-0.52605;5.13E-07;-1.92E-06;66690;1111.5;19890;0.01393;30
2.62E-06;-4.68E-08;-0.01788;-5.27E-03;-0.52647;-1.41E-07;5.27E-07;66700;1111.7;19900;0.0155;30
3.20E-06;-5.72E-08;-0.01788;-5.27E-03;-0.52682;-1.72E-07;6.44E-07;66710;1111.8;19910;0.01972;30
-1.67E-06;2.99E-08;-0.01788;-5.26E-03;-0.52644;9.01E-08;-3.37E-07;66720;1112;19920;6.25E-03;30
-7.27E-08;1.30E-09;-0.01788;-5.27E-03;-0.52659;3.92E-09;-1.46E-08;66730;1112.2;19930;0.01222;30
-7.27E-08;1.30E-09;-0.01788;-5.27E-03;-0.52657;3.92E-09;-1.46E-08;66740;1112.3;19940;0.02244;30
-1.19E-05;2.12E-07;-0.01788;-5.27E-03;-0.52652;6.38E-07;-2.39E-06;66750;1112.5;19950;0.02013;30
-5.60E-06;1.00E-07;-0.01787;-5.27E-03;-0.52661;3.02E-07;-1.13E-06;66760;1112.7;19960;0.0167;30
-7.93E-06;1.42E-07;-0.01788;-5.26E-03;-0.52638;4.27E-07;-1.60E-06;66770;1112.8;19970;0.01512;30
3.93E-06;-7.02E-08;-0.01788;-5.27E-03;-0.52671;-2.12E-07;7.90E-07;66780;1113;19980;0.01052;30
2.91E-07;-5.20E-09;-0.01788;-5.27E-03;-0.52675;-1.57E-08;5.85E-08;66790;1113.2;19990;0.01766;30
2.18E-06;-3.90E-08;-0.01788;-5.27E-03;-0.52659;-1.18E-07;4.39E-07;66800;1113.3;20000;0.01649;30
1.31E-05;-2.34E-07;-0.01788;-5.27E-03;-0.52677;-7.05E-07;2.63E-06;66810;1113.5;20010;0.01591;30
-8.94E-06;1.60E-07;-0.01788;-5.27E-03;-0.52714;4.82E-07;-1.80E-06;66820;1113.7;20020;0.01492;30
-3.20E-06;5.72E-08;-0.01788;-5.27E-03;-0.52742;1.72E-07;-6.44E-07;66830;1113.8;20030;0.01863;30
4.73E-06;-8.45E-08;-0.01788;-5.27E-03;-0.52705;-2.55E-07;9.51E-07;66840;1114;20040;7.06E-03;30
7.27E-07;-1.30E-08;-0.01788;-5.27E-03;-0.52722;-3.92E-08;1.46E-07;66850;1114.2;20050;0.01244;30
-6.54E-07;1.17E-08;-0.01788;-5.27E-03;-0.52715;3.52E-08;-1.32E-07;66860;1114.3;20060;0.01783;30
-5.74E-06;1.03E-07;-0.01787;-5.27E-03;-0.52718;3.09E-07;-1.16E-06;66870;1114.5;20070;8.96E-03;30
5.38E-06;-9.62E-08;-0.01788;-5.27E-03;-0.52696;-2.90E-07;1.08E-06;66880;1114.7;20080;0.01477;30
-2.84E-06;5.07E-08;-0.01787;-5.27E-03;-0.52732;1.53E-07;-5.71E-07;66890;1114.8;20090;0.01649;30
2.91E-07;-5.20E-09;-0.01788;-5.27E-03;-0.52732;-1.57E-08;5.85E-08;66900;1115;20100;0.01786;30
-9.53E-06;1.70E-07;-0.01788;-5.27E-03;-0.52729;5.13E-07;-1.92E-06;66910;1115.2;20110;0.01342;30
3.05E-06;-5.46E-08;-0.01788;-5.27E-03;-0.5274;-1.65E-07;6.14E-07;66920;1115.3;20120;0.01728;30
1.60E-06;-2.86E-08;-0.01788;-5.28E-03;-0.52747;-8.62E-08;3.22E-07;66930;1115.5;20130;0.01997;30
-7.27E-07;1.30E-08;-0.01788;-5.28E-03;-0.52781;3.92E-08;-1.46E-07;66940;1115.7;20140;0.01226;30
6.18E-06;-1.11E-07;-0.01788;-5.28E-03;-0.52783;-3.33E-07;1.24E-06;66950;1115.8;20150;0.01689;30
7.20E-06;-1.29E-07;-0.01788;-5.28E-03;-0.52761;-3.88E-07;1.45E-06;66960;1116;20160;7.05E-03;30
-4.07E-06;7.28E-08;-0.01788;-5.28E-03;-0.52776;2.19E-07;-8.19E-07;66970;1116.2;20170;0.01573;30
7.71E-06;-1.38E-07;-0.01788;-5.28E-03;-0.52767;-4.15E-07;1.55E-06;66980;1116.3;20180;0.0192;30
5.38E-06;-9.62E-08;-0.01788;-5.28E-03;-0.52771;-2.90E-07;1.08E-06;66990;1116.5;20190;0.02;30
