171214 60 OPL 40 PDMS 45,6 FE 24 Oi, @30 degrees C 10 - 4000 Pa;;;;;;;;;;;
;;;;;;;;;;;
Overspeed @ 4000 Pa after about 30 seconds;;;;;;;;;;;
;;;;;;;;;;;
shear rate;shear stress;viscosity;strain;% strain;torque;velocity;time global;time global;time;normal force;temperature
1/s;Pa;Pa.s;;;micro N.m;rad/s;s;min;s;N;degrees C
-4.65E-06;8.32E-08;-0.01788;-6.58E-03;-0.65844;2.51E-07;-9.36E-07;2.00E+05;3335.2;12310;0.04974;30
-5.38E-06;9.62E-08;-0.01788;-6.59E-03;-0.65884;2.90E-07;-1.08E-06;2.00E+05;3335.4;12320;0.04458;30
1.09E-06;-1.95E-08;-0.01788;-6.58E-03;-0.65821;-5.87E-08;2.19E-07;2.00E+05;3335.5;12330;0.03917;30
-3.64E-07;6.50E-09;-0.01788;-6.59E-03;-0.6586;1.96E-08;-7.32E-08;2.00E+05;3335.7;12340;0.03667;30
-2.18E-07;3.90E-09;-0.01788;-6.59E-03;-0.65943;1.17E-08;-4.39E-08;2.00E+05;3335.9;12350;0.04246;30
-1.96E-06;3.51E-08;-0.01788;-6.60E-03;-0.65966;1.06E-07;-3.95E-07;2.00E+05;3336;12360;0.03474;30
6.40E-06;-1.14E-07;-0.01788;-6.59E-03;-0.65918;-3.45E-07;1.29E-06;2.00E+05;3336.2;12370;0.04635;30
-2.18E-07;3.90E-09;-0.01788;-6.59E-03;-0.65943;1.17E-08;-4.39E-08;2.00E+05;3336.4;12380;0.033;30
-6.04E-06;1.08E-07;-0.01788;-6.60E-03;-0.65945;3.25E-07;-1.21E-06;2.00E+05;3336.5;12390;0.04438;30
3.64E-07;-6.50E-09;-0.01788;-6.59E-03;-0.6593;-1.96E-08;7.32E-08;2.00E+05;3336.7;12400;0.04651;30
1.82E-06;-3.25E-08;-0.01788;-6.60E-03;-0.65964;-9.79E-08;3.66E-07;2.00E+05;3336.9;12410;0.03705;30
5.02E-06;-8.97E-08;-0.01788;-6.60E-03;-0.66001;-2.70E-07;1.01E-06;2.00E+05;3337;12420;0.04417;30
6.47E-06;-1.16E-07;-0.01788;-6.60E-03;-0.65991;-3.49E-07;1.30E-06;2.00E+05;3337.2;12430;0.04112;30
5.31E-06;-9.49E-08;-0.01788;-6.60E-03;-0.66012;-2.86E-07;1.07E-06;2.00E+05;3337.4;12440;0.0436;30
-7.20E-06;1.29E-07;-0.01788;-6.60E-03;-0.66014;3.88E-07;-1.45E-06;2.00E+05;3337.5;12450;0.04091;30
5.82E-07;-1.04E-08;-0.01788;-6.60E-03;-0.66033;-3.13E-08;1.17E-07;2.00E+05;3337.7;12460;0.05519;30
-4.51E-06;8.06E-08;-0.01788;-6.60E-03;-0.66018;2.43E-07;-9.07E-07;2.00E+05;3337.9;12470;0.04301;30
3.71E-06;-6.63E-08;-0.01788;-6.61E-03;-0.66048;-2.00E-07;7.46E-07;2.00E+05;3338;12480;0.03609;30
2.18E-07;-3.90E-09;-0.01788;-6.61E-03;-0.66078;-1.18E-08;4.39E-08;2.00E+05;3338.2;12490;0.04361;30
-1.02E-06;1.82E-08;-0.01787;-6.61E-03;-0.66075;5.48E-08;-2.05E-07;2.00E+05;3338.4;12500;0.03241;30
6.33E-06;-1.13E-07;-0.01788;-6.61E-03;-0.66087;-3.41E-07;1.27E-06;2.00E+05;3338.5;12510;0.04592;30
-7.27E-08;1.30E-09;-0.01788;-6.61E-03;-0.66061;3.92E-09;-1.46E-08;2.00E+05;3338.7;12520;0.03895;30
-1.24E-05;2.21E-07;-0.01788;-6.61E-03;-0.66045;6.66E-07;-2.49E-06;2.00E+05;3338.9;12530;0.04342;30
8.43E-06;-1.51E-07;-0.01788;-6.61E-03;-0.66094;-4.54E-07;1.70E-06;2.00E+05;3339;12540;0.02777;30
1.60E-06;-2.86E-08;-0.01788;-6.61E-03;-0.66116;-8.62E-08;3.22E-07;2.00E+05;3339.2;12550;0.04689;30
1.18E-05;-2.11E-07;-0.01788;-6.61E-03;-0.66143;-6.34E-07;2.37E-06;2.00E+05;3339.4;12560;0.04053;30
-8.65E-06;1.55E-07;-0.01788;-6.62E-03;-0.66148;4.66E-07;-1.74E-06;2.00E+05;3339.5;12570;0.04843;30
-6.25E-06;1.12E-07;-0.01788;-6.62E-03;-0.66157;3.37E-07;-1.26E-06;2.00E+05;3339.7;12580;0.03898;30
-8.87E-06;1.59E-07;-0.01788;-6.62E-03;-0.66171;4.78E-07;-1.79E-06;2.00E+05;3339.9;12590;0.05499;30
7.63E-06;-1.37E-07;-0.01788;-6.62E-03;-0.66172;-4.11E-07;1.54E-06;2.00E+05;3340;12600;0.04552;30
-3.56E-06;6.37E-08;-0.01788;-6.62E-03;-0.66191;1.92E-07;-7.17E-07;2.00E+05;3340.2;12610;0.04323;30
-4.65E-06;8.32E-08;-0.01788;-6.62E-03;-0.66204;2.51E-07;-9.36E-07;2.00E+05;3340.4;12620;0.03937;30
4.22E-06;-7.54E-08;-0.01788;-6.62E-03;-0.662;-2.27E-07;8.49E-07;2.00E+05;3340.5;12630;0.03437;30
9.45E-07;-1.69E-08;-0.01788;-6.62E-03;-0.66245;-5.09E-08;1.90E-07;2.00E+05;3340.7;12640;0.0465;30
4.07E-06;-7.28E-08;-0.01788;-6.62E-03;-0.66239;-2.19E-07;8.19E-07;2.00E+05;3340.9;12650;0.0359;30
-8.58E-06;1.53E-07;-0.01788;-6.62E-03;-0.66242;4.62E-07;-1.73E-06;2.00E+05;3341;12660;0.04631;30
-2.91E-07;5.20E-09;-0.01788;-6.63E-03;-0.66262;1.57E-08;-5.85E-08;2.00E+05;3341.2;12670;0.03859;30
-2.62E-06;4.68E-08;-0.01788;-6.63E-03;-0.66264;1.41E-07;-5.27E-07;2.00E+05;3341.4;12680;0.04226;30
-2.47E-06;4.42E-08;-0.01788;-6.63E-03;-0.66248;1.33E-07;-4.97E-07;2.00E+05;3341.5;12690;0.03937;30
1.75E-06;-3.12E-08;-0.01788;-6.63E-03;-0.66251;-9.40E-08;3.51E-07;2.01E+05;3341.7;12700;0.03783;30
-3.78E-06;6.76E-08;-0.01788;-6.63E-03;-0.66263;2.04E-07;-7.61E-07;2.01E+05;3341.9;12710;0.04535;30
9.16E-06;-1.64E-07;-0.01788;-6.63E-03;-0.6629;-4.93E-07;1.84E-06;2.01E+05;3342;12720;0.04477;30
9.74E-06;-1.74E-07;-0.01788;-6.63E-03;-0.66316;-5.25E-07;1.96E-06;2.01E+05;3342.2;12730;0.03686;30
8.51E-06;-1.52E-07;-0.01788;-6.63E-03;-0.66336;-4.58E-07;1.71E-06;2.01E+05;3342.4;12740;0.04807;30
-7.49E-06;1.34E-07;-0.01788;-6.63E-03;-0.66331;4.03E-07;-1.51E-06;2.01E+05;3342.5;12750;0.04494;30
-1.73E-05;3.09E-07;-0.01788;-6.63E-03;-0.66331;9.32E-07;-3.48E-06;2.01E+05;3342.7;12760;0.04595;30
5.38E-06;-9.62E-08;-0.01788;-6.63E-03;-0.6632;-2.90E-07;1.08E-06;2.01E+05;3342.9;12770;0.0423;30
6.76E-06;-1.21E-07;-0.01788;-6.64E-03;-0.66365;-3.64E-07;1.36E-06;2.01E+05;3343;12780;0.03517;30
-1.96E-06;3.51E-08;-0.01788;-6.64E-03;-0.6636;1.06E-07;-3.95E-07;2.01E+05;3343.2;12790;0.04979;30
3.27E-06;-5.85E-08;-0.01788;-6.64E-03;-0.66357;-1.76E-07;6.58E-07;2.01E+05;3343.4;12800;0.0303;30
-1.45E-06;2.60E-08;-0.01788;-6.63E-03;-0.66344;7.83E-08;-2.93E-07;2.01E+05;3343.5;12810;0.04592;30
-7.71E-06;1.38E-07;-0.01788;-6.64E-03;-0.66393;4.15E-07;-1.55E-06;2.01E+05;3343.7;12820;0.05405;30
4.80E-06;-8.58E-08;-0.01788;-6.64E-03;-0.66387;-2.58E-07;9.66E-07;2.01E+05;3343.9;12830;0.04479;30
4.22E-06;-7.54E-08;-0.01788;-6.64E-03;-0.66392;-2.27E-07;8.49E-07;2.01E+05;3344;12840;0.04632;30
-4.00E-06;7.15E-08;-0.01788;-6.64E-03;-0.6641;2.15E-07;-8.05E-07;2.01E+05;3344.2;12850;0.04095;30
3.05E-06;-5.46E-08;-0.01788;-6.65E-03;-0.66455;-1.65E-07;6.14E-07;2.01E+05;3344.4;12860;0.05017;30
9.45E-07;-1.69E-08;-0.01788;-6.64E-03;-0.66441;-5.09E-08;1.90E-07;2.01E+05;3344.5;12870;0.0384;30
4.14E-06;-7.41E-08;-0.01788;-6.65E-03;-0.66449;-2.23E-07;8.34E-07;2.01E+05;3344.7;12880;0.04883;30
-5.09E-06;9.10E-08;-0.01788;-6.65E-03;-0.66458;2.74E-07;-1.02E-06;2.01E+05;3344.9;12890;0.04438;30
-1.09E-06;1.95E-08;-0.01788;-6.65E-03;-0.66474;5.87E-08;-2.19E-07;2.01E+05;3345;12900;0.04325;30
4.73E-06;3.90E-09;8.25E-04;-6.65E-03;-0.66489;1.17E-08;9.51E-07;2.01E+05;3345.2;12910;0.03379;30
2.69E-06;-4.81E-08;-0.01788;-6.65E-03;-0.66502;-1.45E-07;5.41E-07;2.01E+05;3345.4;12920;0.04788;30
1.31E-06;-2.34E-08;-0.01788;-6.65E-03;-0.6648;-7.05E-08;2.63E-07;2.01E+05;3345.5;12930;0.03495;30
4.73E-06;-8.45E-08;-0.01788;-6.65E-03;-0.66527;-2.55E-07;9.51E-07;2.01E+05;3345.7;12940;0.04226;30
6.54E-07;-1.17E-08;-0.01788;-6.65E-03;-0.66519;-3.52E-08;1.32E-07;2.01E+05;3345.9;12950;0.04573;30
-1.03E-05;1.83E-07;-0.01788;-6.65E-03;-0.6653;5.52E-07;-2.06E-06;2.01E+05;3346;12960;0.04884;30
1.32E-05;-2.37E-07;-0.01788;-6.65E-03;-0.66539;-7.13E-07;2.66E-06;2.01E+05;3346.2;12970;0.04229;30
1.53E-06;-2.73E-08;-0.01788;-6.66E-03;-0.66576;-8.22E-08;3.07E-07;2.01E+05;3346.4;12980;0.04383;30
7.27E-07;-1.30E-08;-0.01788;-6.66E-03;-0.66604;-3.92E-08;1.46E-07;2.01E+05;3346.5;12990;0.04054;30
-6.54E-07;1.17E-08;-0.01788;-6.66E-03;-0.66581;3.52E-08;-1.32E-07;2.01E+05;3346.7;13000;0.04074;30
-1.24E-06;2.21E-08;-0.01788;-6.66E-03;-0.6659;6.66E-08;-2.49E-07;2.01E+05;3346.9;13010;0.04364;30
7.05E-06;-1.26E-07;-0.01788;-6.66E-03;-0.66595;-3.80E-07;1.42E-06;2.01E+05;3347;13020;0.04383;30
5.67E-06;-1.01E-07;-0.01787;-6.66E-03;-0.666;-3.05E-07;1.14E-06;2.01E+05;3347.2;13030;0.03959;30
4.94E-06;-8.84E-08;-0.01788;-6.66E-03;-0.66609;-2.66E-07;9.95E-07;2.01E+05;3347.4;13040;0.04577;30
-1.45E-07;2.60E-09;-0.01788;-6.66E-03;-0.66571;7.83E-09;-2.93E-08;2.01E+05;3347.5;13050;0.04061;30
1.53E-06;-2.73E-08;-0.01788;-6.66E-03;-0.66637;-8.22E-08;3.07E-07;2.01E+05;3347.7;13060;0.04385;30
-2.62E-06;4.68E-08;-0.01788;-6.66E-03;-0.66623;1.41E-07;-5.27E-07;2.01E+05;3347.9;13070;0.04154;30
2.18E-07;-3.90E-09;-0.01788;-6.66E-03;-0.66638;-1.18E-08;4.39E-08;2.01E+05;3348;13080;0.03881;30
2.91E-06;-5.20E-08;-0.01788;-6.67E-03;-0.66659;-1.57E-07;5.85E-07;2.01E+05;3348.2;13090;0.03864;30
-6.04E-06;1.08E-07;-0.01788;-6.67E-03;-0.66678;3.25E-07;-1.21E-06;2.01E+05;3348.4;13100;0.04286;30
8.14E-06;-1.46E-07;-0.01788;-6.67E-03;-0.66695;-4.39E-07;1.64E-06;2.01E+05;3348.5;13110;0.05349;30
6.76E-06;-1.21E-07;-0.01788;-6.67E-03;-0.66712;-3.64E-07;1.36E-06;2.01E+05;3348.7;13120;0.04694;30
-1.53E-06;2.73E-08;-0.01788;-6.67E-03;-0.6667;8.22E-08;-3.07E-07;2.01E+05;3348.9;13130;0.03958;30
6.47E-06;-1.16E-07;-0.01788;-6.67E-03;-0.66704;-3.49E-07;1.30E-06;2.01E+05;3349;13140;0.05214;30
-1.16E-06;2.08E-08;-0.01788;-6.67E-03;-0.66732;6.27E-08;-2.34E-07;2.01E+05;3349.2;13150;0.04252;30
1.53E-06;-2.73E-08;-0.01788;-6.67E-03;-0.66737;-8.22E-08;3.07E-07;2.01E+05;3349.4;13160;0.04501;30
5.09E-07;-9.10E-09;-0.01788;-6.67E-03;-0.66712;-2.74E-08;1.02E-07;2.01E+05;3349.5;13170;0.04251;30
-3.20E-06;5.72E-08;-0.01788;-6.68E-03;-0.66768;1.72E-07;-6.44E-07;2.01E+05;3349.7;13180;0.0479;30
2.62E-06;-4.68E-08;-0.01788;-6.68E-03;-0.66755;-1.41E-07;5.27E-07;2.01E+05;3349.9;13190;0.04809;30
2.91E-07;-5.20E-09;-0.01788;-6.68E-03;-0.6678;-1.57E-08;5.85E-08;2.01E+05;3350;13200;0.03923;30
-2.84E-06;5.07E-08;-0.01787;-6.68E-03;-0.6678;1.53E-07;-5.71E-07;2.01E+05;3350.2;13210;0.05002;30
5.82E-07;-1.04E-08;-0.01788;-6.68E-03;-0.66796;-3.13E-08;1.17E-07;2.01E+05;3350.4;13220;0.03806;30
-2.18E-06;3.90E-08;-0.01788;-6.68E-03;-0.66814;1.17E-07;-4.39E-07;2.01E+05;3350.5;13230;0.04676;30
4.36E-07;-7.80E-09;-0.01788;-6.68E-03;-0.66822;-2.35E-08;8.78E-08;2.01E+05;3350.7;13240;0.04196;30
-5.31E-06;9.49E-08;-0.01788;-6.69E-03;-0.66846;2.86E-07;-1.07E-06;2.01E+05;3350.9;13250;0.04948;30
-6.11E-06;1.09E-07;-0.01788;-6.68E-03;-0.66788;3.29E-07;-1.23E-06;2.01E+05;3351;13260;0.04404;30
2.04E-06;-3.64E-08;-0.01787;-6.68E-03;-0.66812;-1.10E-07;4.10E-07;2.01E+05;3351.2;13270;0.03324;30
1.02E-06;-1.82E-08;-0.01787;-6.69E-03;-0.66869;-5.48E-08;2.05E-07;2.01E+05;3351.4;13280;0.04693;30
-1.05E-05;1.88E-07;-0.01788;-6.69E-03;-0.66853;5.68E-07;-2.12E-06;2.01E+05;3351.5;13290;0.03885;30
6.62E-06;-1.18E-07;-0.01787;-6.69E-03;-0.66913;-3.56E-07;1.33E-06;2.01E+05;3351.7;13300;0.04616;30
4.65E-06;-8.32E-08;-0.01788;-6.69E-03;-0.66892;-2.51E-07;9.36E-07;2.01E+05;3351.9;13310;0.04599;30
8.00E-07;-1.43E-08;-0.01788;-6.69E-03;-0.66878;-4.31E-08;1.61E-07;2.01E+05;3352;13320;0.04173;30
-7.13E-06;1.27E-07;-0.01788;-6.69E-03;-0.66937;3.84E-07;-1.43E-06;2.01E+05;3352.2;13330;0.04519;30
9.74E-06;-1.74E-07;-0.01788;-6.70E-03;-0.66952;-5.25E-07;1.96E-06;2.01E+05;3352.4;13340;0.04794;30
2.76E-06;-4.94E-08;-0.01788;-6.69E-03;-0.66923;-1.49E-07;5.56E-07;2.01E+05;3352.5;13350;0.04037;30
-1.09E-06;1.95E-08;-0.01788;-6.69E-03;-0.66899;5.87E-08;-2.19E-07;2.01E+05;3352.7;13360;0.046;30
-3.35E-06;5.98E-08;-0.01788;-6.69E-03;-0.66934;1.80E-07;-6.73E-07;2.01E+05;3352.9;13370;0.03866;30
-9.89E-06;1.77E-07;-0.01788;-6.69E-03;-0.66902;5.33E-07;-1.99E-06;2.01E+05;3353;13380;0.0423;30
-7.05E-06;1.26E-07;-0.01788;-6.69E-03;-0.66939;3.80E-07;-1.42E-06;2.01E+05;3353.2;13390;0.0431;30
2.11E-06;-3.77E-08;-0.01787;-6.70E-03;-0.66963;-1.14E-07;4.24E-07;2.01E+05;3353.4;13400;0.04831;30
3.35E-06;-5.98E-08;-0.01788;-6.70E-03;-0.66965;-1.80E-07;6.73E-07;2.01E+05;3353.5;13410;0.04502;30
-1.24E-06;2.21E-08;-0.01788;-6.70E-03;-0.66985;6.66E-08;-2.49E-07;2.01E+05;3353.7;13420;0.0352;30
-3.93E-06;7.02E-08;-0.01788;-6.70E-03;-0.67007;2.11E-07;-7.90E-07;2.01E+05;3353.9;13430;0.04636;30
1.09E-06;-1.95E-08;-0.01788;-6.70E-03;-0.67008;-5.87E-08;2.19E-07;2.01E+05;3354;13440;0.03637;30
8.29E-06;-1.48E-07;-0.01788;-6.70E-03;-0.67011;-4.46E-07;1.67E-06;2.01E+05;3354.2;13450;0.0452;30
1.67E-06;-2.99E-08;-0.01788;-6.70E-03;-0.67041;-9.01E-08;3.37E-07;2.01E+05;3354.4;13460;0.04874;30
-2.91E-07;5.20E-09;-0.01788;-6.70E-03;-0.67001;1.57E-08;-5.85E-08;2.01E+05;3354.5;13470;0.04177;30
-3.20E-06;5.72E-08;-0.01788;-6.71E-03;-0.67062;1.72E-07;-6.44E-07;2.01E+05;3354.7;13480;0.04983;30
7.20E-06;-1.29E-07;-0.01788;-6.70E-03;-0.67014;-3.88E-07;1.45E-06;2.01E+05;3354.9;13490;0.04425;30
3.05E-06;-5.46E-08;-0.01788;-6.70E-03;-0.67036;-1.65E-07;6.14E-07;2.01E+05;3355;13500;0.03501;30
2.98E-06;-5.33E-08;-0.01788;-6.71E-03;-0.67066;-1.61E-07;6.00E-07;2.01E+05;3355.2;13510;0.04233;30
1.24E-06;-2.21E-08;-0.01788;-6.71E-03;-0.67049;-6.66E-08;2.49E-07;2.01E+05;3355.4;13520;0.02882;30
-8.80E-06;1.57E-07;-0.01788;-6.71E-03;-0.67117;4.74E-07;-1.77E-06;2.01E+05;3355.5;13530;0.04254;30
-3.78E-06;6.76E-08;-0.01788;-6.71E-03;-0.67062;2.04E-07;-7.61E-07;2.01E+05;3355.7;13540;0.04869;30
-1.32E-05;2.37E-07;-0.01788;-6.71E-03;-0.67128;7.13E-07;-2.66E-06;2.01E+05;3355.9;13550;0.03406;30
-5.82E-06;1.04E-07;-0.01788;-6.71E-03;-0.67113;3.13E-07;-1.17E-06;2.01E+05;3356;13560;0.04715;30
2.25E-06;-4.03E-08;-0.01788;-6.71E-03;-0.67125;-1.21E-07;4.54E-07;2.01E+05;3356.2;13570;0.04352;30
-1.16E-06;2.08E-08;-0.01788;-6.71E-03;-0.67114;6.27E-08;-2.34E-07;2.01E+05;3356.4;13580;0.041;30
7.56E-06;-1.35E-07;-0.01788;-6.72E-03;-0.67156;-4.07E-07;1.52E-06;2.01E+05;3356.5;13590;0.03984;30
-2.69E-06;4.81E-08;-0.01788;-6.72E-03;-0.67151;1.45E-07;-5.41E-07;2.01E+05;3356.7;13600;0.04813;30
-2.18E-06;3.90E-08;-0.01788;-6.72E-03;-0.67193;1.17E-07;-4.39E-07;2.01E+05;3356.9;13610;0.03407;30
1.67E-06;-2.99E-08;-0.01788;-6.72E-03;-0.67177;-9.01E-08;3.37E-07;2.01E+05;3357;13620;0.04891;30
7.20E-06;-1.29E-07;-0.01788;-6.72E-03;-0.67197;-3.88E-07;1.45E-06;2.01E+05;3357.2;13630;0.04218;30
-1.57E-05;2.81E-07;-0.01788;-6.72E-03;-0.67185;8.46E-07;-3.16E-06;2.01E+05;3357.4;13640;0.04352;30
-1.53E-06;2.73E-08;-0.01788;-6.72E-03;-0.67188;8.22E-08;-3.07E-07;2.01E+05;3357.5;13650;0.04467;30
-9.38E-06;1.68E-07;-0.01788;-6.72E-03;-0.67196;5.05E-07;-1.89E-06;2.01E+05;3357.7;13660;0.0408;30
-3.56E-06;6.37E-08;-0.01788;-6.72E-03;-0.67234;1.92E-07;-7.17E-07;2.01E+05;3357.9;13670;0.05102;30
7.78E-06;-1.39E-07;-0.01788;-6.73E-03;-0.67262;-4.19E-07;1.57E-06;2.01E+05;3358;13680;0.03947;30
1.16E-06;-2.08E-08;-0.01788;-6.72E-03;-0.67216;-6.27E-08;2.34E-07;2.01E+05;3358.2;13690;0.04659;30
-4.29E-06;7.67E-08;-0.01788;-6.72E-03;-0.67241;2.31E-07;-8.63E-07;2.02E+05;3358.4;13700;0.04024;30
4.94E-06;-8.84E-08;-0.01788;-6.72E-03;-0.67241;-2.66E-07;9.95E-07;2.02E+05;3358.5;13710;0.04892;30
-1.67E-06;2.99E-08;-0.01788;-6.73E-03;-0.6725;9.01E-08;-3.37E-07;2.02E+05;3358.7;13720;0.04042;30
3.27E-06;-5.85E-08;-0.01788;-6.73E-03;-0.67277;-1.76E-07;6.58E-07;2.02E+05;3358.9;13730;0.04931;30
4.36E-06;-7.80E-08;-0.01788;-6.73E-03;-0.67308;-2.35E-07;8.78E-07;2.02E+05;3359;13740;0.04813;30
-3.85E-06;6.89E-08;-0.01788;-6.73E-03;-0.67262;2.08E-07;-7.75E-07;2.02E+05;3359.2;13750;0.03619;30
9.45E-07;-1.69E-08;-0.01788;-6.73E-03;-0.67311;-5.09E-08;1.90E-07;2.02E+05;3359.4;13760;0.04719;30
-4.80E-06;8.58E-08;-0.01788;-6.73E-03;-0.67294;2.58E-07;-9.66E-07;2.02E+05;3359.5;13770;0.04157;30
2.55E-06;-4.55E-08;-0.01788;-6.73E-03;-0.67326;-1.37E-07;5.12E-07;2.02E+05;3359.7;13780;0.0468;30
4.07E-06;-7.28E-08;-0.01788;-6.74E-03;-0.67377;-2.19E-07;8.19E-07;2.02E+05;3359.9;13790;0.04487;30
5.02E-06;-8.97E-08;-0.01788;-6.74E-03;-0.67366;-2.70E-07;1.01E-06;2.02E+05;3360;13800;0.03428;30
6.18E-06;-1.11E-07;-0.01788;-6.74E-03;-0.67364;-3.33E-07;1.24E-06;2.02E+05;3360.2;13810;0.04584;30
-1.18E-05;2.11E-07;-0.01788;-6.74E-03;-0.67377;6.34E-07;-2.37E-06;2.02E+05;3360.4;13820;0.04835;30
-7.42E-06;1.33E-07;-0.01788;-6.74E-03;-0.67347;3.99E-07;-1.49E-06;2.02E+05;3360.5;13830;0.04701;30
7.13E-06;-1.27E-07;-0.01788;-6.74E-03;-0.67386;-3.84E-07;1.43E-06;2.02E+05;3360.7;13840;0.0441;30
1.45E-07;-2.60E-09;-0.01788;-6.74E-03;-0.67403;-7.83E-09;2.93E-08;2.02E+05;3360.9;13850;0.05143;30
-7.27E-07;1.30E-08;-0.01788;-6.74E-03;-0.67387;3.92E-08;-1.46E-07;2.02E+05;3361;13860;0.04237;30
-4.80E-06;8.58E-08;-0.01788;-6.74E-03;-0.67408;2.58E-07;-9.66E-07;2.02E+05;3361.2;13870;0.03291;30
3.71E-06;-6.63E-08;-0.01788;-6.74E-03;-0.67422;-2.00E-07;7.46E-07;2.02E+05;3361.4;13880;0.04333;30
4.87E-06;-8.71E-08;-0.01788;-6.74E-03;-0.67435;-2.62E-07;9.80E-07;2.02E+05;3361.5;13890;0.05008;30
1.01E-05;-1.81E-07;-0.01787;-6.74E-03;-0.67441;-5.44E-07;2.03E-06;2.02E+05;3361.7;13900;0.04083;30
4.73E-06;-8.45E-08;-0.01788;-6.75E-03;-0.67446;-2.55E-07;9.51E-07;2.02E+05;3361.9;13910;0.04392;30
2.11E-06;-3.77E-08;-0.01787;-6.74E-03;-0.67403;-1.14E-07;4.24E-07;2.02E+05;3362;13920;0.04105;30
9.38E-06;-1.68E-07;-0.01788;-6.75E-03;-0.67469;-5.05E-07;1.89E-06;2.02E+05;3362.2;13930;0.04623;30
1.96E-06;-3.51E-08;-0.01788;-6.75E-03;-0.67485;-1.06E-07;3.95E-07;2.02E+05;3362.4;13940;0.03735;30
7.93E-06;-1.42E-07;-0.01788;-6.75E-03;-0.67519;-4.27E-07;1.60E-06;2.02E+05;3362.5;13950;0.04488;30
-5.24E-06;9.36E-08;-0.01788;-6.75E-03;-0.67484;2.82E-07;-1.05E-06;2.02E+05;3362.7;13960;0.04064;30
-4.65E-06;8.32E-08;-0.01788;-6.75E-03;-0.6753;2.51E-07;-9.36E-07;2.02E+05;3362.9;13970;0.05162;30
1.46E-05;-2.61E-07;-0.01788;-6.75E-03;-0.67529;-7.87E-07;2.94E-06;2.02E+05;3363;13980;0.04026;30
1.09E-06;-1.95E-08;-0.01788;-6.76E-03;-0.6756;-5.87E-08;2.19E-07;2.02E+05;3363.2;13990;0.04931;30
2.76E-06;-4.94E-08;-0.01788;-6.76E-03;-0.67552;-1.49E-07;5.56E-07;2.02E+05;3363.4;14000;0.04082;30
3.49E-06;-6.24E-08;-0.01788;-6.76E-03;-0.6755;-1.88E-07;7.02E-07;2.02E+05;3363.5;14010;0.04333;30
-4.36E-07;7.80E-09;-0.01788;-6.75E-03;-0.67532;2.35E-08;-8.78E-08;2.02E+05;3363.7;14020;0.04239;30
-9.67E-06;1.73E-07;-0.01788;-6.76E-03;-0.67554;5.21E-07;-1.95E-06;2.02E+05;3363.9;14030;0.03928;30
1.52E-05;-2.72E-07;-0.01788;-6.76E-03;-0.67564;-8.18E-07;3.06E-06;2.02E+05;3364;14040;0.03986;30
7.34E-06;-1.31E-07;-0.01788;-6.76E-03;-0.67612;-3.96E-07;1.48E-06;2.02E+05;3364.4;14060;0.04451;30
-5.45E-06;9.75E-08;-0.01788;-6.76E-03;-0.67559;2.94E-07;-1.10E-06;2.02E+05;3364.5;14070;0.03469;30
8.00E-07;-1.43E-08;-0.01788;-6.76E-03;-0.67607;-4.31E-08;1.61E-07;2.02E+05;3364.7;14080;0.04258;30
-3.64E-06;6.50E-08;-0.01788;-6.76E-03;-0.67591;1.96E-07;-7.32E-07;2.02E+05;3364.9;14090;0.03467;30
3.85E-06;-6.89E-08;-0.01788;-6.76E-03;-0.6763;-2.08E-07;7.75E-07;2.02E+05;3365;14100;0.04314;30
2.47E-06;-4.42E-08;-0.01788;-6.76E-03;-0.67636;-1.33E-07;4.97E-07;2.02E+05;3365.2;14110;0.03565;30
-6.83E-06;1.22E-07;-0.01788;-6.76E-03;-0.67619;3.68E-07;-1.38E-06;2.02E+05;3365.4;14120;0.04082;30
5.24E-06;-9.36E-08;-0.01788;-6.77E-03;-0.67672;-2.82E-07;1.05E-06;2.02E+05;3365.5;14130;0.04723;30
-3.27E-06;5.85E-08;-0.01788;-6.76E-03;-0.67634;1.76E-07;-6.58E-07;2.02E+05;3365.7;14140;0.03949;30
5.67E-06;-1.01E-07;-0.01787;-6.77E-03;-0.67669;-3.05E-07;1.14E-06;2.02E+05;3365.9;14150;0.0453;30
-5.82E-06;1.04E-07;-0.01788;-6.77E-03;-0.67682;3.13E-07;-1.17E-06;2.02E+05;3366;14160;0.03141;30
4.65E-06;-8.32E-08;-0.01788;-6.77E-03;-0.67682;-2.51E-07;9.36E-07;2.02E+05;3366.2;14170;0.04278;30
4.00E-06;-7.15E-08;-0.01788;-6.77E-03;-0.67692;-2.15E-07;8.05E-07;2.02E+05;3366.4;14180;0.04933;30
-5.89E-06;1.05E-07;-0.01788;-6.77E-03;-0.67701;3.17E-07;-1.19E-06;2.02E+05;3366.5;14190;0.0391;30
-4.36E-06;7.80E-08;-0.01788;-6.77E-03;-0.67689;2.35E-07;-8.78E-07;2.02E+05;3366.7;14200;0.04491;30
2.98E-06;-5.33E-08;-0.01788;-6.77E-03;-0.67728;-1.61E-07;6.00E-07;2.02E+05;3366.9;14210;0.03566;30
-1.75E-06;3.12E-08;-0.01788;-6.78E-03;-0.67748;9.40E-08;-3.51E-07;2.02E+05;3367;14220;0.04318;30
2.33E-06;-4.16E-08;-0.01788;-6.78E-03;-0.67761;-1.25E-07;4.68E-07;2.02E+05;3367.2;14230;0.03332;30
